,@device,@rdgType,value,type,captured_at
26651,Workshop,PRESSURE,102718.82813,LIGHT+ENV,2021-09-21 11:51:03
26652,Workshop,LUX,4193.0,LIGHT+ENV,2021-09-21 11:51:03
26655,Workshop,LUX,3945.0,LIGHT+ENV,2021-09-21 11:53:03
26656,Workshop,HUMIDITY,41.72,LIGHT+ENV,2021-09-21 11:53:03
26657,Workshop,TEMPERATURE,27.36,LIGHT+ENV,2021-09-21 11:53:03
26658,Workshop,PRESSURE,102721.45313,LIGHT+ENV,2021-09-21 11:53:03
26659,Workshop,PRESSURE,102719.8125,LIGHT+ENV,2021-09-21 11:55:03
26660,Workshop,HUMIDITY,42.0,LIGHT+ENV,2021-09-21 11:55:03
26661,Workshop,LUX,3339.0,LIGHT+ENV,2021-09-21 11:55:03
26662,Workshop,TEMPERATURE,27.35,LIGHT+ENV,2021-09-21 11:55:03
26666,Workshop,HUMIDITY,41.48,LIGHT+ENV,2021-09-21 11:57:04
26663,Workshop,PRESSURE,102715.0,LIGHT+ENV,2021-09-21 11:57:04
26664,Workshop,LUX,4720.0,LIGHT+ENV,2021-09-21 11:57:04
26665,Workshop,TEMPERATURE,27.36,LIGHT+ENV,2021-09-21 11:57:04
26670,Workshop,TEMPERATURE,27.4,LIGHT+ENV,2021-09-21 11:59:04
26669,Workshop,HUMIDITY,42.2,LIGHT+ENV,2021-09-21 11:59:04
26668,Workshop,LUX,3911.0,LIGHT+ENV,2021-09-21 11:59:04
26667,Workshop,PRESSURE,102713.0625,LIGHT+ENV,2021-09-21 11:59:04
26671,Workshop,LUX,3857.0,LIGHT+ENV,2021-09-21 12:01:04
26672,Workshop,TEMPERATURE,27.45,LIGHT+ENV,2021-09-21 12:01:04
26673,Workshop,HUMIDITY,41.7,LIGHT+ENV,2021-09-21 12:01:04
26674,Workshop,PRESSURE,102709.9375,LIGHT+ENV,2021-09-21 12:01:04
26675,Workshop,LUX,4452.0,LIGHT+ENV,2021-09-21 12:03:05
26676,Workshop,HUMIDITY,41.62,LIGHT+ENV,2021-09-21 12:03:05
26677,Workshop,TEMPERATURE,27.49,LIGHT+ENV,2021-09-21 12:03:05
26678,Workshop,PRESSURE,102707.20313,LIGHT+ENV,2021-09-21 12:03:05
26679,Workshop,TEMPERATURE,27.45,LIGHT+ENV,2021-09-21 12:05:05
26680,Workshop,HUMIDITY,42.18,LIGHT+ENV,2021-09-21 12:05:05
26681,Workshop,PRESSURE,102709.9375,LIGHT+ENV,2021-09-21 12:05:05
26682,Workshop,LUX,3982.0,LIGHT+ENV,2021-09-21 12:05:05
26686,Workshop,HUMIDITY,41.99,LIGHT+ENV,2021-09-21 12:08:00
26685,Workshop,LUX,3553.0,LIGHT+ENV,2021-09-21 12:08:00
26684,Workshop,TEMPERATURE,27.48,LIGHT+ENV,2021-09-21 12:08:00
26683,Workshop,PRESSURE,102708.36719,LIGHT+ENV,2021-09-21 12:08:00
26687,Workshop,LUX,4246.0,LIGHT+ENV,2021-09-21 12:10:00
26688,Workshop,TEMPERATURE,27.46,LIGHT+ENV,2021-09-21 12:10:00
26689,Workshop,PRESSURE,102705.14063,LIGHT+ENV,2021-09-21 12:10:00
26690,Workshop,HUMIDITY,41.95,LIGHT+ENV,2021-09-21 12:10:00
26691,Workshop,LUX,3664.0,LIGHT+ENV,2021-09-21 12:12:00
26692,Workshop,HUMIDITY,42.01,LIGHT+ENV,2021-09-21 12:12:00
26693,Workshop,TEMPERATURE,27.5,LIGHT+ENV,2021-09-21 12:12:00
26694,Workshop,PRESSURE,102706.02344,LIGHT+ENV,2021-09-21 12:12:00
26695,Workshop,LUX,4959.0,LIGHT+ENV,2021-09-21 12:14:01
26696,Workshop,HUMIDITY,41.93,LIGHT+ENV,2021-09-21 12:14:01
26697,Workshop,TEMPERATURE,27.5,LIGHT+ENV,2021-09-21 12:14:01
26698,Workshop,PRESSURE,102706.02344,LIGHT+ENV,2021-09-21 12:14:01
26701,Workshop,HUMIDITY,41.6,LIGHT+ENV,2021-09-21 12:16:01
26702,Workshop,LUX,4486.0,LIGHT+ENV,2021-09-21 12:16:01
26700,Workshop,TEMPERATURE,27.53,LIGHT+ENV,2021-09-21 12:16:01
26699,Workshop,PRESSURE,102702.45313,LIGHT+ENV,2021-09-21 12:16:01
26703,Workshop,PRESSURE,102709.3125,LIGHT+ENV,2021-09-21 12:18:02
26704,Workshop,TEMPERATURE,27.55,LIGHT+ENV,2021-09-21 12:18:02
26705,Workshop,LUX,3029.0,LIGHT+ENV,2021-09-21 12:18:02
26706,Workshop,HUMIDITY,41.8,LIGHT+ENV,2021-09-21 12:18:02
26707,Workshop,LUX,3884.0,LIGHT+ENV,2021-09-21 12:20:02
26708,Workshop,HUMIDITY,42.22,LIGHT+ENV,2021-09-21 12:20:02
26709,Workshop,PRESSURE,102698.52344,LIGHT+ENV,2021-09-21 12:20:02
26710,Workshop,TEMPERATURE,27.57,LIGHT+ENV,2021-09-21 12:20:02
26711,Workshop,HUMIDITY,42.32,LIGHT+ENV,2021-09-21 12:22:03
26712,Workshop,LUX,3402.0,LIGHT+ENV,2021-09-21 12:22:03
26713,Workshop,PRESSURE,102700.11719,LIGHT+ENV,2021-09-21 12:22:03
26714,Workshop,TEMPERATURE,27.58,LIGHT+ENV,2021-09-21 12:22:03
26718,Workshop,HUMIDITY,42.08,LIGHT+ENV,2021-09-21 12:24:03
26717,Workshop,LUX,2486.0,LIGHT+ENV,2021-09-21 12:24:03
26715,Workshop,PRESSURE,102702.13281,LIGHT+ENV,2021-09-21 12:24:03
26716,Workshop,TEMPERATURE,27.58,LIGHT+ENV,2021-09-21 12:24:03
26719,Workshop,LUX,3962.0,LIGHT+ENV,2021-09-21 12:26:03
26720,Workshop,PRESSURE,102709.77344,LIGHT+ENV,2021-09-21 12:26:03
26721,Workshop,TEMPERATURE,27.57,LIGHT+ENV,2021-09-21 12:26:03
26722,Workshop,HUMIDITY,42.15,LIGHT+ENV,2021-09-21 12:26:03
26723,Workshop,LUX,1676.0,LIGHT+ENV,2021-09-21 12:28:04
26724,Workshop,PRESSURE,102705.70313,LIGHT+ENV,2021-09-21 12:28:04
26725,Workshop,TEMPERATURE,27.55,LIGHT+ENV,2021-09-21 12:28:04
26726,Workshop,HUMIDITY,42.34,LIGHT+ENV,2021-09-21 12:28:04
26727,Workshop,TEMPERATURE,27.52,LIGHT+ENV,2021-09-21 12:30:04
26728,Workshop,LUX,2271.0,LIGHT+ENV,2021-09-21 12:30:04
26729,Workshop,PRESSURE,102704.4375,LIGHT+ENV,2021-09-21 12:30:04
26730,Workshop,HUMIDITY,42.14,LIGHT+ENV,2021-09-21 12:30:04
26733,Workshop,LUX,2273.0,LIGHT+ENV,2021-09-21 12:32:05
26734,Workshop,TEMPERATURE,27.55,LIGHT+ENV,2021-09-21 12:32:05
26732,Workshop,HUMIDITY,42.45,LIGHT+ENV,2021-09-21 12:32:05
26731,Workshop,PRESSURE,102706.5,LIGHT+ENV,2021-09-21 12:32:05
26735,Workshop,TEMPERATURE,27.57,LIGHT+ENV,2021-09-21 12:34:05
26736,Workshop,HUMIDITY,42.26,LIGHT+ENV,2021-09-21 12:34:05
26737,Workshop,LUX,2887.0,LIGHT+ENV,2021-09-21 12:34:05
26738,Workshop,PRESSURE,102701.32813,LIGHT+ENV,2021-09-21 12:34:05
26739,Workshop,TEMPERATURE,27.56,LIGHT+ENV,2021-09-21 12:36:05
26740,Workshop,PRESSURE,102696.88281,LIGHT+ENV,2021-09-21 12:36:05
26741,Workshop,LUX,2278.0,LIGHT+ENV,2021-09-21 12:36:05
26742,Workshop,HUMIDITY,42.48,LIGHT+ENV,2021-09-21 12:36:05
26746,Workshop,PRESSURE,102697.27344,LIGHT+ENV,2021-09-21 12:39:00
26745,Workshop,LUX,2162.0,LIGHT+ENV,2021-09-21 12:39:00
26744,Workshop,TEMPERATURE,27.55,LIGHT+ENV,2021-09-21 12:39:00
26743,Workshop,HUMIDITY,41.95,LIGHT+ENV,2021-09-21 12:39:00
26747,Workshop,TEMPERATURE,27.54,LIGHT+ENV,2021-09-21 12:41:00
26748,Workshop,LUX,3180.0,LIGHT+ENV,2021-09-21 12:41:00
26749,Workshop,PRESSURE,102704.89063,LIGHT+ENV,2021-09-21 12:41:00
26750,Workshop,HUMIDITY,42.58,LIGHT+ENV,2021-09-21 12:41:00
26751,Workshop,LUX,3019.0,LIGHT+ENV,2021-09-21 12:43:01
26752,Workshop,PRESSURE,102695.70313,LIGHT+ENV,2021-09-21 12:43:01
26753,Workshop,HUMIDITY,42.17,LIGHT+ENV,2021-09-21 12:43:01
26754,Workshop,TEMPERATURE,27.57,LIGHT+ENV,2021-09-21 12:43:01
26757,Workshop,HUMIDITY,42.15,LIGHT+ENV,2021-09-21 12:45:01
26758,Workshop,TEMPERATURE,27.61,LIGHT+ENV,2021-09-21 12:45:01
26755,Workshop,PRESSURE,102692.14063,LIGHT+ENV,2021-09-21 12:45:01
26756,Workshop,LUX,3230.0,LIGHT+ENV,2021-09-21 12:45:01
26761,Workshop,PRESSURE,102693.4375,LIGHT+ENV,2021-09-21 12:47:02
26762,Workshop,HUMIDITY,41.97,LIGHT+ENV,2021-09-21 12:47:02
26759,Workshop,TEMPERATURE,27.67,LIGHT+ENV,2021-09-21 12:47:02
26760,Workshop,LUX,2319.0,LIGHT+ENV,2021-09-21 12:47:02
26765,Workshop,LUX,1980.0,LIGHT+ENV,2021-09-21 12:49:02
26766,Workshop,TEMPERATURE,27.66,LIGHT+ENV,2021-09-21 12:49:02
26763,Workshop,HUMIDITY,41.92,LIGHT+ENV,2021-09-21 12:49:02
26764,Workshop,PRESSURE,102688.99219,LIGHT+ENV,2021-09-21 12:49:02
26767,Workshop,TEMPERATURE,27.73,LIGHT+ENV,2021-09-21 12:51:03
26768,Workshop,PRESSURE,102689.11719,LIGHT+ENV,2021-09-21 12:51:03
26769,Workshop,LUX,2921.0,LIGHT+ENV,2021-09-21 12:51:03
26770,Workshop,HUMIDITY,41.47,LIGHT+ENV,2021-09-21 12:51:03
26771,Workshop,LUX,2767.0,LIGHT+ENV,2021-09-21 12:53:03
26772,Workshop,TEMPERATURE,27.78,LIGHT+ENV,2021-09-21 12:53:03
26773,Workshop,HUMIDITY,41.84,LIGHT+ENV,2021-09-21 12:53:03
26774,Workshop,PRESSURE,102686.0,LIGHT+ENV,2021-09-21 12:53:03
26775,Workshop,PRESSURE,102678.72656,LIGHT+ENV,2021-09-21 12:55:03
26776,Workshop,TEMPERATURE,27.77,LIGHT+ENV,2021-09-21 12:55:03
26777,Workshop,LUX,2491.0,LIGHT+ENV,2021-09-21 12:55:03
26778,Workshop,HUMIDITY,41.36,LIGHT+ENV,2021-09-21 12:55:03
26782,Workshop,TEMPERATURE,27.74,LIGHT+ENV,2021-09-21 12:57:04
26781,Workshop,PRESSURE,102683.10938,LIGHT+ENV,2021-09-21 12:57:04
26779,Workshop,HUMIDITY,42.17,LIGHT+ENV,2021-09-21 12:57:04
26780,Workshop,LUX,2431.0,LIGHT+ENV,2021-09-21 12:57:04
26783,Workshop,LUX,3354.0,LIGHT+ENV,2021-09-21 12:59:04
26784,Workshop,TEMPERATURE,27.77,LIGHT+ENV,2021-09-21 12:59:04
26785,Workshop,HUMIDITY,42.62,LIGHT+ENV,2021-09-21 12:59:04
26786,Workshop,PRESSURE,102681.54688,LIGHT+ENV,2021-09-21 12:59:04
26787,Workshop,LUX,2919.0,LIGHT+ENV,2021-09-21 13:01:05
26788,Workshop,TEMPERATURE,27.81,LIGHT+ENV,2021-09-21 13:01:05
26789,Workshop,PRESSURE,102679.60938,LIGHT+ENV,2021-09-21 13:01:05
26790,Workshop,HUMIDITY,42.11,LIGHT+ENV,2021-09-21 13:01:05
26794,Workshop,LUX,2283.0,LIGHT+ENV,2021-09-21 13:03:05
26791,Workshop,TEMPERATURE,27.87,LIGHT+ENV,2021-09-21 13:03:05
26792,Workshop,HUMIDITY,42.78,LIGHT+ENV,2021-09-21 13:03:05
26793,Workshop,PRESSURE,102674.45313,LIGHT+ENV,2021-09-21 13:03:05
26798,Workshop,HUMIDITY,42.26,LIGHT+ENV,2021-09-21 13:06:00
26797,Workshop,PRESSURE,102667.27344,LIGHT+ENV,2021-09-21 13:06:00
26795,Workshop,TEMPERATURE,27.89,LIGHT+ENV,2021-09-21 13:06:00
26796,Workshop,LUX,2936.0,LIGHT+ENV,2021-09-21 13:06:00
26799,Workshop,LUX,2566.0,LIGHT+ENV,2021-09-21 13:08:00
26800,Workshop,TEMPERATURE,27.9,LIGHT+ENV,2021-09-21 13:08:00
26801,Workshop,PRESSURE,102671.71875,LIGHT+ENV,2021-09-21 13:08:00
26802,Workshop,HUMIDITY,42.44,LIGHT+ENV,2021-09-21 13:08:00
26803,Workshop,PRESSURE,102672.96875,LIGHT+ENV,2021-09-21 13:10:00
26804,Workshop,HUMIDITY,42.07,LIGHT+ENV,2021-09-21 13:10:00
26805,Workshop,TEMPERATURE,27.93,LIGHT+ENV,2021-09-21 13:10:00
26806,Workshop,LUX,2813.0,LIGHT+ENV,2021-09-21 13:10:00
26810,Workshop,PRESSURE,102669.84375,LIGHT+ENV,2021-09-21 13:12:01
26807,Workshop,HUMIDITY,41.91,LIGHT+ENV,2021-09-21 13:12:01
26808,Workshop,LUX,3334.0,LIGHT+ENV,2021-09-21 13:12:01
26809,Workshop,TEMPERATURE,27.98,LIGHT+ENV,2021-09-21 13:12:01
26814,Workshop,PRESSURE,102675.96875,LIGHT+ENV,2021-09-21 13:14:01
26813,Workshop,LUX,2103.0,LIGHT+ENV,2021-09-21 13:14:01
26812,Workshop,HUMIDITY,41.72,LIGHT+ENV,2021-09-21 13:14:01
26811,Workshop,TEMPERATURE,28.04,LIGHT+ENV,2021-09-21 13:14:01
26815,Workshop,PRESSURE,102669.20313,LIGHT+ENV,2021-09-21 13:16:02
26816,Workshop,TEMPERATURE,28.08,LIGHT+ENV,2021-09-21 13:16:02
26817,Workshop,LUX,1718.0,LIGHT+ENV,2021-09-21 13:16:02
26818,Workshop,HUMIDITY,41.54,LIGHT+ENV,2021-09-21 13:16:02
26822,Workshop,PRESSURE,102668.04688,LIGHT+ENV,2021-09-21 13:18:02
26819,Workshop,LUX,1784.0,LIGHT+ENV,2021-09-21 13:18:02
26820,Workshop,HUMIDITY,41.22,LIGHT+ENV,2021-09-21 13:18:02
26821,Workshop,TEMPERATURE,28.13,LIGHT+ENV,2021-09-21 13:18:02
26825,Workshop,LUX,2677.0,LIGHT+ENV,2021-09-21 13:20:03
26826,Workshop,TEMPERATURE,28.19,LIGHT+ENV,2021-09-21 13:20:03
26823,Workshop,PRESSURE,102672.15625,LIGHT+ENV,2021-09-21 13:20:03
26824,Workshop,HUMIDITY,41.08,LIGHT+ENV,2021-09-21 13:20:03
26830,Workshop,HUMIDITY,40.92,LIGHT+ENV,2021-09-21 13:22:03
26829,Workshop,PRESSURE,102662.42188,LIGHT+ENV,2021-09-21 13:22:03
26828,Workshop,LUX,2462.0,LIGHT+ENV,2021-09-21 13:22:03
26827,Workshop,TEMPERATURE,28.13,LIGHT+ENV,2021-09-21 13:22:03
26831,Workshop,HUMIDITY,41.33,LIGHT+ENV,2021-09-21 13:24:03
26832,Workshop,PRESSURE,102660.85938,LIGHT+ENV,2021-09-21 13:24:03
26833,Workshop,TEMPERATURE,28.16,LIGHT+ENV,2021-09-21 13:24:03
26834,Workshop,LUX,2163.0,LIGHT+ENV,2021-09-21 13:24:03
26835,Workshop,PRESSURE,102658.07813,LIGHT+ENV,2021-09-21 13:26:04
26836,Workshop,LUX,2130.0,LIGHT+ENV,2021-09-21 13:26:04
26837,Workshop,HUMIDITY,40.78,LIGHT+ENV,2021-09-21 13:26:04
26838,Workshop,TEMPERATURE,28.19,LIGHT+ENV,2021-09-21 13:26:04
26839,Workshop,PRESSURE,102652.45313,LIGHT+ENV,2021-09-21 13:28:04
26840,Workshop,HUMIDITY,40.73,LIGHT+ENV,2021-09-21 13:28:04
26841,Workshop,TEMPERATURE,28.19,LIGHT+ENV,2021-09-21 13:28:04
26842,Workshop,LUX,2007.0,LIGHT+ENV,2021-09-21 13:28:04
26846,Workshop,TEMPERATURE,28.2,LIGHT+ENV,2021-09-21 13:30:05
26845,Workshop,LUX,1897.0,LIGHT+ENV,2021-09-21 13:30:05
26844,Workshop,PRESSURE,102648.45313,LIGHT+ENV,2021-09-21 13:30:05
26843,Workshop,HUMIDITY,40.74,LIGHT+ENV,2021-09-21 13:30:05
26847,Workshop,PRESSURE,102646.4375,LIGHT+ENV,2021-09-21 13:32:05
26848,Workshop,LUX,2177.0,LIGHT+ENV,2021-09-21 13:32:05
26849,Workshop,TEMPERATURE,28.21,LIGHT+ENV,2021-09-21 13:32:05
26850,Workshop,HUMIDITY,40.41,LIGHT+ENV,2021-09-21 13:32:05
26851,Workshop,TEMPERATURE,28.21,LIGHT+ENV,2021-09-21 13:35:00
26852,Workshop,LUX,2761.0,LIGHT+ENV,2021-09-21 13:35:00
26853,Workshop,HUMIDITY,40.69,LIGHT+ENV,2021-09-21 13:35:00
26854,Workshop,PRESSURE,102646.4375,LIGHT+ENV,2021-09-21 13:35:00
26855,Workshop,LUX,2609.0,LIGHT+ENV,2021-09-21 13:37:00
26856,Workshop,HUMIDITY,40.6,LIGHT+ENV,2021-09-21 13:37:00
26857,Workshop,TEMPERATURE,28.19,LIGHT+ENV,2021-09-21 13:37:00
26858,Workshop,PRESSURE,102648.82813,LIGHT+ENV,2021-09-21 13:37:00
26862,Workshop,HUMIDITY,41.17,LIGHT+ENV,2021-09-21 13:39:00
26861,Workshop,TEMPERATURE,28.22,LIGHT+ENV,2021-09-21 13:39:00
26860,Workshop,LUX,3499.0,LIGHT+ENV,2021-09-21 13:39:00
26859,Workshop,PRESSURE,102636.79688,LIGHT+ENV,2021-09-21 13:39:00
26863,Workshop,PRESSURE,102636.07031,LIGHT+ENV,2021-09-21 13:41:01
26864,Workshop,LUX,3240.0,LIGHT+ENV,2021-09-21 13:41:01
26865,Workshop,TEMPERATURE,28.28,LIGHT+ENV,2021-09-21 13:41:01
26866,Workshop,HUMIDITY,41.29,LIGHT+ENV,2021-09-21 13:41:01
26867,Workshop,LUX,2746.0,LIGHT+ENV,2021-09-21 13:43:01
26868,Workshop,HUMIDITY,41.42,LIGHT+ENV,2021-09-21 13:43:01
26869,Workshop,TEMPERATURE,28.29,LIGHT+ENV,2021-09-21 13:43:01
26870,Workshop,PRESSURE,102628.45313,LIGHT+ENV,2021-09-21 13:43:01
26871,Workshop,LUX,2114.0,LIGHT+ENV,2021-09-21 13:45:02
26872,Workshop,PRESSURE,102631.29688,LIGHT+ENV,2021-09-21 13:45:02
26873,Workshop,HUMIDITY,41.29,LIGHT+ENV,2021-09-21 13:45:02
26874,Workshop,TEMPERATURE,28.33,LIGHT+ENV,2021-09-21 13:45:02
26878,Workshop,HUMIDITY,41.36,LIGHT+ENV,2021-09-21 13:47:02
26877,Workshop,PRESSURE,102629.70313,LIGHT+ENV,2021-09-21 13:47:02
26875,Workshop,LUX,2026.0,LIGHT+ENV,2021-09-21 13:47:02
26876,Workshop,TEMPERATURE,28.32,LIGHT+ENV,2021-09-21 13:47:02
26879,Workshop,TEMPERATURE,28.29,LIGHT+ENV,2021-09-21 13:49:03
26880,Workshop,LUX,1784.0,LIGHT+ENV,2021-09-21 13:49:03
26881,Workshop,PRESSURE,102623.63281,LIGHT+ENV,2021-09-21 13:49:03
26882,Workshop,HUMIDITY,41.42,LIGHT+ENV,2021-09-21 13:49:03
26883,Workshop,LUX,1840.0,LIGHT+ENV,2021-09-21 13:51:03
26884,Workshop,PRESSURE,102622.38281,LIGHT+ENV,2021-09-21 13:51:03
26885,Workshop,HUMIDITY,41.22,LIGHT+ENV,2021-09-21 13:51:03
26886,Workshop,TEMPERATURE,28.27,LIGHT+ENV,2021-09-21 13:51:03
26887,Workshop,TEMPERATURE,28.25,LIGHT+ENV,2021-09-21 13:53:04
26888,Workshop,LUX,1478.0,LIGHT+ENV,2021-09-21 13:53:04
26889,Workshop,HUMIDITY,41.33,LIGHT+ENV,2021-09-21 13:53:04
26890,Workshop,PRESSURE,102617.13281,LIGHT+ENV,2021-09-21 13:53:04
26893,Workshop,TEMPERATURE,28.21,LIGHT+ENV,2021-09-21 13:55:04
26894,Workshop,HUMIDITY,41.45,LIGHT+ENV,2021-09-21 13:55:04
26892,Workshop,PRESSURE,102612.64063,LIGHT+ENV,2021-09-21 13:55:04
26891,Workshop,LUX,1619.0,LIGHT+ENV,2021-09-21 13:55:04
26895,Workshop,LUX,1409.0,LIGHT+ENV,2021-09-21 13:57:04
26896,Workshop,HUMIDITY,41.55,LIGHT+ENV,2021-09-21 13:57:04
26897,Workshop,TEMPERATURE,28.18,LIGHT+ENV,2021-09-21 13:57:04
26898,Workshop,PRESSURE,102614.24219,LIGHT+ENV,2021-09-21 13:57:04
26899,Workshop,PRESSURE,102611.04688,LIGHT+ENV,2021-09-21 13:59:05
26900,Workshop,TEMPERATURE,28.2,LIGHT+ENV,2021-09-21 13:59:05
26901,Workshop,HUMIDITY,41.89,LIGHT+ENV,2021-09-21 13:59:05
26902,Workshop,LUX,1169.0,LIGHT+ENV,2021-09-21 13:59:05
26903,Workshop,LUX,1030.0,LIGHT+ENV,2021-09-21 14:01:05
26904,Workshop,TEMPERATURE,28.16,LIGHT+ENV,2021-09-21 14:01:05
26905,Workshop,PRESSURE,102598.92188,LIGHT+ENV,2021-09-21 14:01:05
26906,Workshop,HUMIDITY,42.26,LIGHT+ENV,2021-09-21 14:01:05
26910,Workshop,HUMIDITY,42.18,LIGHT+ENV,2021-09-21 14:04:00
26909,Workshop,LUX,1074.0,LIGHT+ENV,2021-09-21 14:04:00
26908,Workshop,TEMPERATURE,28.17,LIGHT+ENV,2021-09-21 14:04:00
26907,Workshop,PRESSURE,102595.71875,LIGHT+ENV,2021-09-21 14:04:00
26911,Workshop,PRESSURE,102601.34375,LIGHT+ENV,2021-09-21 14:06:00
26912,Workshop,LUX,1369.0,LIGHT+ENV,2021-09-21 14:06:00
26913,Workshop,TEMPERATURE,28.17,LIGHT+ENV,2021-09-21 14:06:00
26914,Workshop,HUMIDITY,42.75,LIGHT+ENV,2021-09-21 14:06:00
26915,Workshop,HUMIDITY,42.46,LIGHT+ENV,2021-09-21 14:08:01
26916,Workshop,PRESSURE,102592.45313,LIGHT+ENV,2021-09-21 14:08:01
26917,Workshop,TEMPERATURE,28.15,LIGHT+ENV,2021-09-21 14:08:01
26918,Workshop,LUX,1116.0,LIGHT+ENV,2021-09-21 14:08:01
26919,Workshop,TEMPERATURE,28.13,LIGHT+ENV,2021-09-21 14:10:01
26920,Workshop,PRESSURE,102592.03125,LIGHT+ENV,2021-09-21 14:10:01
26921,Workshop,HUMIDITY,42.59,LIGHT+ENV,2021-09-21 14:10:01
26922,Workshop,LUX,1177.0,LIGHT+ENV,2021-09-21 14:10:01
26926,Workshop,HUMIDITY,43.2,LIGHT+ENV,2021-09-21 14:12:02
26925,Workshop,TEMPERATURE,28.1,LIGHT+ENV,2021-09-21 14:12:02
26923,Workshop,LUX,1928.0,LIGHT+ENV,2021-09-21 14:12:02
26924,Workshop,PRESSURE,102593.60938,LIGHT+ENV,2021-09-21 14:12:02
26927,Workshop,TEMPERATURE,28.06,LIGHT+ENV,2021-09-21 14:14:02
26928,Workshop,LUX,1026.0,LIGHT+ENV,2021-09-21 14:14:02
26929,Workshop,PRESSURE,102587.14063,LIGHT+ENV,2021-09-21 14:14:02
26930,Workshop,HUMIDITY,43.29,LIGHT+ENV,2021-09-21 14:14:02
26931,Workshop,TEMPERATURE,28.03,LIGHT+ENV,2021-09-21 14:16:03
26932,Workshop,HUMIDITY,43.28,LIGHT+ENV,2021-09-21 14:16:03
26933,Workshop,LUX,1249.0,LIGHT+ENV,2021-09-21 14:16:03
26934,Workshop,PRESSURE,102596.34375,LIGHT+ENV,2021-09-21 14:16:03
26938,Workshop,PRESSURE,102591.10156,LIGHT+ENV,2021-09-21 14:18:03
26935,Workshop,LUX,1100.0,LIGHT+ENV,2021-09-21 14:18:03
26936,Workshop,HUMIDITY,43.14,LIGHT+ENV,2021-09-21 14:18:03
26937,Workshop,TEMPERATURE,28.02,LIGHT+ENV,2021-09-21 14:18:03
26942,Workshop,LUX,1133.0,LIGHT+ENV,2021-09-21 14:20:04
26941,Workshop,PRESSURE,102587.07813,LIGHT+ENV,2021-09-21 14:20:04
26940,Workshop,HUMIDITY,42.97,LIGHT+ENV,2021-09-21 14:20:04
26939,Workshop,TEMPERATURE,28.03,LIGHT+ENV,2021-09-21 14:20:04
26943,Workshop,PRESSURE,102588.32813,LIGHT+ENV,2021-09-21 14:22:04
26944,Workshop,TEMPERATURE,28.05,LIGHT+ENV,2021-09-21 14:22:04
26945,Workshop,HUMIDITY,43.01,LIGHT+ENV,2021-09-21 14:22:04
26946,Workshop,LUX,1036.0,LIGHT+ENV,2021-09-21 14:22:04
26950,Workshop,TEMPERATURE,28.05,LIGHT+ENV,2021-09-21 14:24:04
26947,Workshop,LUX,945.0,LIGHT+ENV,2021-09-21 14:24:04
26948,Workshop,HUMIDITY,43.34,LIGHT+ENV,2021-09-21 14:24:04
26949,Workshop,PRESSURE,102593.15625,LIGHT+ENV,2021-09-21 14:24:04
26953,Workshop,TEMPERATURE,28.04,LIGHT+ENV,2021-09-21 14:26:05
26954,Workshop,LUX,915.0,LIGHT+ENV,2021-09-21 14:26:05
26951,Workshop,HUMIDITY,43.51,LIGHT+ENV,2021-09-21 14:26:05
26952,Workshop,PRESSURE,102591.52344,LIGHT+ENV,2021-09-21 14:26:05
26958,Workshop,PRESSURE,102582.65625,LIGHT+ENV,2021-09-21 14:28:05
26957,Workshop,TEMPERATURE,28.02,LIGHT+ENV,2021-09-21 14:28:05
26956,Workshop,LUX,948.0,LIGHT+ENV,2021-09-21 14:28:05
26955,Workshop,HUMIDITY,43.55,LIGHT+ENV,2021-09-21 14:28:05
26959,Workshop,TEMPERATURE,27.74,LIGHT+ENV,2021-09-21 14:30:05
26960,Workshop,PRESSURE,102538.82031,LIGHT+ENV,2021-09-21 14:30:05
26961,Workshop,LUX,1025.0,LIGHT+ENV,2021-09-21 14:30:05
26962,Workshop,HUMIDITY,43.52,LIGHT+ENV,2021-09-21 14:30:05
26963,Workshop,HUMIDITY,43.38,LIGHT+ENV,2021-09-21 14:33:00
26964,Workshop,TEMPERATURE,28.06,LIGHT+ENV,2021-09-21 14:33:00
26965,Workshop,LUX,1350.0,LIGHT+ENV,2021-09-21 14:33:00
26966,Workshop,PRESSURE,102578.6875,LIGHT+ENV,2021-09-21 14:33:00
26970,Workshop,PRESSURE,102585.21875,LIGHT+ENV,2021-09-21 14:35:00
26967,Workshop,HUMIDITY,43.59,LIGHT+ENV,2021-09-21 14:35:00
26968,Workshop,LUX,1281.0,LIGHT+ENV,2021-09-21 14:35:00
26969,Workshop,TEMPERATURE,28.14,LIGHT+ENV,2021-09-21 14:35:00
26974,Workshop,HUMIDITY,43.02,LIGHT+ENV,2021-09-21 14:37:01
26973,Workshop,TEMPERATURE,28.2,LIGHT+ENV,2021-09-21 14:37:01
26971,Workshop,PRESSURE,102578.04688,LIGHT+ENV,2021-09-21 14:37:01
26972,Workshop,LUX,1075.0,LIGHT+ENV,2021-09-21 14:37:01
26975,Workshop,PRESSURE,102580.45313,LIGHT+ENV,2021-09-21 14:39:01
26976,Workshop,TEMPERATURE,28.18,LIGHT+ENV,2021-09-21 14:39:01
26977,Workshop,LUX,1262.0,LIGHT+ENV,2021-09-21 14:39:01
26978,Workshop,HUMIDITY,43.21,LIGHT+ENV,2021-09-21 14:39:01
26981,Workshop,TEMPERATURE,28.22,LIGHT+ENV,2021-09-21 14:41:01
