,@device,@rdgType,value,type,captured_at
993,Workshop,PRESSURE,100443.42969,LIGHT+ENV,2021-09-09 18:58:04
994,Workshop,HUMIDITY,48.47,LIGHT+ENV,2021-09-09 18:58:04
995,Workshop,LUX,21.0,LIGHT+ENV,2021-09-09 18:58:04
1000,Workshop,PRESSURE,100431.03125,LIGHT+ENV,2021-09-09 19:00:02
999,Workshop,TEMPERATURE,25.59,LIGHT+ENV,2021-09-09 19:00:02
998,Workshop,HUMIDITY,59.33,LIGHT+ENV,2021-09-09 19:00:02
997,Workshop,LUX,20.0,LIGHT+ENV,2021-09-09 19:00:02
1001,Workshop,TEMPERATURE,25.53,LIGHT+ENV,2021-09-09 19:02:01
1002,Workshop,HUMIDITY,60.04,LIGHT+ENV,2021-09-09 19:02:01
1003,Workshop,LUX,21.0,LIGHT+ENV,2021-09-09 19:02:01
1004,Workshop,PRESSURE,100433.52344,LIGHT+ENV,2021-09-09 19:02:01
1008,Workshop,TEMPERATURE,25.37,LIGHT+ENV,2021-09-09 19:03:05
1005,Workshop,LUX,19.0,LIGHT+ENV,2021-09-09 19:03:05
1006,Workshop,HUMIDITY,61.34,LIGHT+ENV,2021-09-09 19:03:05
1007,Workshop,PRESSURE,100430.4375,LIGHT+ENV,2021-09-09 19:03:05
1011,Workshop,PRESSURE,100432.9375,LIGHT+ENV,2021-09-09 19:05:04
1012,Workshop,TEMPERATURE,25.24,LIGHT+ENV,2021-09-09 19:05:04
1009,Workshop,HUMIDITY,61.35,LIGHT+ENV,2021-09-09 19:05:04
1010,Workshop,LUX,19.0,LIGHT+ENV,2021-09-09 19:05:04
1014,Workshop,TEMPERATURE,25.28,LIGHT+ENV,2021-09-09 19:07:03
1015,Workshop,LUX,18.0,LIGHT+ENV,2021-09-09 19:07:03
1013,Workshop,HUMIDITY,53.42,LIGHT+ENV,2021-09-09 19:07:03
1016,Workshop,PRESSURE,100430.90625,LIGHT+ENV,2021-09-09 19:07:03
1020,Workshop,LUX,17.0,LIGHT+ENV,2021-09-09 19:09:03
1019,Workshop,HUMIDITY,48.74,LIGHT+ENV,2021-09-09 19:09:03
1018,Workshop,TEMPERATURE,25.21,LIGHT+ENV,2021-09-09 19:09:03
1017,Workshop,PRESSURE,100431.75,LIGHT+ENV,2021-09-09 19:09:03
1021,Workshop,LUX,18.0,LIGHT+ENV,2021-09-09 19:11:03
1022,Workshop,HUMIDITY,50.94,LIGHT+ENV,2021-09-09 19:11:03
1023,Workshop,PRESSURE,100428.53906,LIGHT+ENV,2021-09-09 19:11:03
1024,Workshop,TEMPERATURE,25.23,LIGHT+ENV,2021-09-09 19:11:03
1025,Workshop,PRESSURE,100420.92188,LIGHT+ENV,2021-09-09 19:13:01
1026,Workshop,TEMPERATURE,25.23,LIGHT+ENV,2021-09-09 19:13:01
1027,Workshop,LUX,17.0,LIGHT+ENV,2021-09-09 19:13:01
1028,Workshop,HUMIDITY,50.39,LIGHT+ENV,2021-09-09 19:13:01
1031,Workshop,HUMIDITY,50.22,LIGHT+ENV,2021-09-09 19:14:05
1032,Workshop,PRESSURE,100411.70313,LIGHT+ENV,2021-09-09 19:14:05
1029,Workshop,LUX,16.0,LIGHT+ENV,2021-09-09 19:14:05
1030,Workshop,TEMPERATURE,25.3,LIGHT+ENV,2021-09-09 19:14:05
1033,Workshop,TEMPERATURE,25.3,LIGHT+ENV,2021-09-09 19:16:04
1034,Workshop,LUX,16.0,LIGHT+ENV,2021-09-09 19:16:04
1035,Workshop,HUMIDITY,48.69,LIGHT+ENV,2021-09-09 19:16:04
1036,Workshop,PRESSURE,100409.6875,LIGHT+ENV,2021-09-09 19:16:04
1037,Workshop,TEMPERATURE,25.34,LIGHT+ENV,2021-09-09 19:18:02
1038,Workshop,PRESSURE,100406.04688,LIGHT+ENV,2021-09-09 19:18:02
1039,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:18:02
1040,Workshop,HUMIDITY,49.97,LIGHT+ENV,2021-09-09 19:18:02
1044,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:20:00
1041,Workshop,PRESSURE,100403.22656,LIGHT+ENV,2021-09-09 19:20:00
1042,Workshop,TEMPERATURE,25.37,LIGHT+ENV,2021-09-09 19:20:00
1043,Workshop,HUMIDITY,47.04,LIGHT+ENV,2021-09-09 19:20:00
1047,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:21:04
1048,Workshop,PRESSURE,100400.38281,LIGHT+ENV,2021-09-09 19:21:04
1045,Workshop,TEMPERATURE,25.44,LIGHT+ENV,2021-09-09 19:21:04
1046,Workshop,HUMIDITY,56.63,LIGHT+ENV,2021-09-09 19:21:04
1049,Workshop,PRESSURE,100393.11719,LIGHT+ENV,2021-09-09 19:23:03
1050,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:23:03
1051,Workshop,HUMIDITY,59.82,LIGHT+ENV,2021-09-09 19:23:03
1052,Workshop,TEMPERATURE,25.47,LIGHT+ENV,2021-09-09 19:23:03
1053,Workshop,HUMIDITY,58.75,LIGHT+ENV,2021-09-09 19:25:01
1054,Workshop,PRESSURE,100393.9375,LIGHT+ENV,2021-09-09 19:25:01
1055,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:25:01
1056,Workshop,TEMPERATURE,25.47,LIGHT+ENV,2021-09-09 19:25:01
1057,Workshop,PRESSURE,100397.89063,LIGHT+ENV,2021-09-09 19:26:05
1058,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:26:05
1059,Workshop,HUMIDITY,60.61,LIGHT+ENV,2021-09-09 19:26:05
1060,Workshop,TEMPERATURE,25.5,LIGHT+ENV,2021-09-09 19:26:05
1064,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:28:04
1063,Workshop,TEMPERATURE,25.4,LIGHT+ENV,2021-09-09 19:28:04
1062,Workshop,PRESSURE,100404.42188,LIGHT+ENV,2021-09-09 19:28:04
1061,Workshop,HUMIDITY,50.68,LIGHT+ENV,2021-09-09 19:28:04
1065,Workshop,LUX,16.0,LIGHT+ENV,2021-09-09 19:30:02
1066,Workshop,PRESSURE,100407.22656,LIGHT+ENV,2021-09-09 19:30:02
1067,Workshop,TEMPERATURE,25.36,LIGHT+ENV,2021-09-09 19:30:02
1068,Workshop,HUMIDITY,53.46,LIGHT+ENV,2021-09-09 19:30:02
1069,Workshop,HUMIDITY,51.17,LIGHT+ENV,2021-09-09 19:32:01
1070,Workshop,PRESSURE,100404.07031,LIGHT+ENV,2021-09-09 19:32:01
1071,Workshop,TEMPERATURE,25.34,LIGHT+ENV,2021-09-09 19:32:01
1072,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:32:01
1076,Workshop,PRESSURE,100415.28906,LIGHT+ENV,2021-09-09 19:33:05
1073,Workshop,TEMPERATURE,25.3,LIGHT+ENV,2021-09-09 19:33:05
1074,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 19:33:05
1075,Workshop,HUMIDITY,47.25,LIGHT+ENV,2021-09-09 19:33:05
1079,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 19:35:03
1080,Workshop,PRESSURE,100407.6875,LIGHT+ENV,2021-09-09 19:35:03
1077,Workshop,TEMPERATURE,25.27,LIGHT+ENV,2021-09-09 19:35:03
1078,Workshop,HUMIDITY,50.01,LIGHT+ENV,2021-09-09 19:35:03
1081,Workshop,TEMPERATURE,25.25,LIGHT+ENV,2021-09-09 19:37:02
1082,Workshop,HUMIDITY,47.02,LIGHT+ENV,2021-09-09 19:37:02
1083,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:37:02
1084,Workshop,PRESSURE,100410.11719,LIGHT+ENV,2021-09-09 19:37:02
1085,Workshop,HUMIDITY,46.99,LIGHT+ENV,2021-09-09 19:39:00
1086,Workshop,TEMPERATURE,25.21,LIGHT+ENV,2021-09-09 19:39:00
1087,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:39:00
1088,Workshop,PRESSURE,100400.95313,LIGHT+ENV,2021-09-09 19:39:00
1089,Workshop,HUMIDITY,46.39,LIGHT+ENV,2021-09-09 19:40:04
1090,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:40:04
1091,Workshop,TEMPERATURE,25.21,LIGHT+ENV,2021-09-09 19:40:04
1092,Workshop,PRESSURE,100398.14063,LIGHT+ENV,2021-09-09 19:40:04
1096,Workshop,HUMIDITY,51.39,LIGHT+ENV,2021-09-09 19:42:02
1095,Workshop,TEMPERATURE,25.23,LIGHT+ENV,2021-09-09 19:42:02
1093,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:42:02
1094,Workshop,PRESSURE,100406.90625,LIGHT+ENV,2021-09-09 19:42:02
1097,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:44:01
1098,Workshop,HUMIDITY,59.35,LIGHT+ENV,2021-09-09 19:44:01
1099,Workshop,PRESSURE,100404.09375,LIGHT+ENV,2021-09-09 19:44:01
1100,Workshop,TEMPERATURE,25.3,LIGHT+ENV,2021-09-09 19:44:01
1101,Workshop,TEMPERATURE,25.26,LIGHT+ENV,2021-09-09 19:45:05
1102,Workshop,HUMIDITY,61.0,LIGHT+ENV,2021-09-09 19:45:05
1103,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:45:05
1104,Workshop,PRESSURE,100405.29688,LIGHT+ENV,2021-09-09 19:45:05
1105,Workshop,HUMIDITY,61.09,LIGHT+ENV,2021-09-09 19:47:03
1106,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:47:03
1107,Workshop,PRESSURE,100405.46094,LIGHT+ENV,2021-09-09 19:47:03
1108,Workshop,TEMPERATURE,25.08,LIGHT+ENV,2021-09-09 19:47:03
1112,Workshop,PRESSURE,100409.54688,LIGHT+ENV,2021-09-09 19:49:01
1111,Workshop,TEMPERATURE,24.96,LIGHT+ENV,2021-09-09 19:49:01
1110,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:49:01
1109,Workshop,HUMIDITY,62.8,LIGHT+ENV,2021-09-09 19:49:01
1113,Workshop,PRESSURE,100415.15625,LIGHT+ENV,2021-09-09 19:51:00
1114,Workshop,TEMPERATURE,24.96,LIGHT+ENV,2021-09-09 19:51:00
1115,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:51:00
1116,Workshop,HUMIDITY,51.9,LIGHT+ENV,2021-09-09 19:51:00
1117,Workshop,TEMPERATURE,24.95,LIGHT+ENV,2021-09-09 19:52:04
1118,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:52:04
1119,Workshop,PRESSURE,100416.34375,LIGHT+ENV,2021-09-09 19:52:04
1120,Workshop,HUMIDITY,50.53,LIGHT+ENV,2021-09-09 19:52:04
1124,Workshop,HUMIDITY,50.95,LIGHT+ENV,2021-09-09 19:54:02
1121,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:54:02
1122,Workshop,TEMPERATURE,24.95,LIGHT+ENV,2021-09-09 19:54:02
1123,Workshop,PRESSURE,100410.75,LIGHT+ENV,2021-09-09 19:54:02
1128,Workshop,PRESSURE,100425.15625,LIGHT+ENV,2021-09-09 19:56:00
1127,Workshop,TEMPERATURE,24.97,LIGHT+ENV,2021-09-09 19:56:00
1126,Workshop,HUMIDITY,50.03,LIGHT+ENV,2021-09-09 19:56:00
1125,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:56:00
1129,Workshop,HUMIDITY,49.34,LIGHT+ENV,2021-09-09 19:57:04
1130,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 19:57:04
1131,Workshop,PRESSURE,100416.75,LIGHT+ENV,2021-09-09 19:57:04
1132,Workshop,TEMPERATURE,24.97,LIGHT+ENV,2021-09-09 19:57:04
1136,Workshop,PRESSURE,100405.54688,LIGHT+ENV,2021-09-09 19:59:03
1133,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 19:59:03
1134,Workshop,HUMIDITY,48.77,LIGHT+ENV,2021-09-09 19:59:03
1135,Workshop,TEMPERATURE,24.97,LIGHT+ENV,2021-09-09 19:59:03
1139,Workshop,PRESSURE,100414.32813,LIGHT+ENV,2021-09-09 20:01:01
1140,Workshop,HUMIDITY,60.58,LIGHT+ENV,2021-09-09 20:01:01
1137,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:01:01
1138,Workshop,TEMPERATURE,24.99,LIGHT+ENV,2021-09-09 20:01:01
1143,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:02:05
1144,Workshop,HUMIDITY,61.68,LIGHT+ENV,2021-09-09 20:02:05
1141,Workshop,PRESSURE,100416.79688,LIGHT+ENV,2021-09-09 20:02:05
1142,Workshop,TEMPERATURE,24.9,LIGHT+ENV,2021-09-09 20:02:05
1145,Workshop,HUMIDITY,63.42,LIGHT+ENV,2021-09-09 20:04:03
1146,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:04:03
1147,Workshop,PRESSURE,100409.64844,LIGHT+ENV,2021-09-09 20:04:03
1148,Workshop,TEMPERATURE,24.82,LIGHT+ENV,2021-09-09 20:04:03
1149,Workshop,PRESSURE,100405.35938,LIGHT+ENV,2021-09-09 20:06:02
1150,Workshop,HUMIDITY,64.0,LIGHT+ENV,2021-09-09 20:06:02
1151,Workshop,TEMPERATURE,24.7,LIGHT+ENV,2021-09-09 20:06:02
1152,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:06:02
1153,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:08:00
1154,Workshop,TEMPERATURE,24.67,LIGHT+ENV,2021-09-09 20:08:00
1155,Workshop,PRESSURE,100397.75,LIGHT+ENV,2021-09-09 20:08:00
1156,Workshop,HUMIDITY,59.24,LIGHT+ENV,2021-09-09 20:08:00
1160,Workshop,HUMIDITY,54.38,LIGHT+ENV,2021-09-09 20:09:04
1159,Workshop,PRESSURE,100391.36719,LIGHT+ENV,2021-09-09 20:09:04
1157,Workshop,TEMPERATURE,24.7,LIGHT+ENV,2021-09-09 20:09:04
1158,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:09:04
1161,Workshop,LUX,16.0,LIGHT+ENV,2021-09-09 20:11:03
1162,Workshop,PRESSURE,100399.3125,LIGHT+ENV,2021-09-09 20:11:03
1163,Workshop,HUMIDITY,53.23,LIGHT+ENV,2021-09-09 20:11:03
1164,Workshop,TEMPERATURE,24.75,LIGHT+ENV,2021-09-09 20:11:03
1165,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:13:01
1166,Workshop,HUMIDITY,51.36,LIGHT+ENV,2021-09-09 20:13:01
1167,Workshop,PRESSURE,100395.72656,LIGHT+ENV,2021-09-09 20:13:01
1168,Workshop,TEMPERATURE,24.74,LIGHT+ENV,2021-09-09 20:13:01
1172,Workshop,HUMIDITY,50.31,LIGHT+ENV,2021-09-09 20:14:05
1169,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:14:05
1170,Workshop,PRESSURE,100396.47656,LIGHT+ENV,2021-09-09 20:14:05
1171,Workshop,TEMPERATURE,24.78,LIGHT+ENV,2021-09-09 20:14:05
1176,Workshop,PRESSURE,100400.92188,LIGHT+ENV,2021-09-09 20:16:03
1175,Workshop,TEMPERATURE,24.76,LIGHT+ENV,2021-09-09 20:16:03
1174,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:16:03
1173,Workshop,HUMIDITY,47.08,LIGHT+ENV,2021-09-09 20:16:03
1177,Workshop,HUMIDITY,48.17,LIGHT+ENV,2021-09-09 20:18:02
1178,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:18:02
1179,Workshop,PRESSURE,100396.10156,LIGHT+ENV,2021-09-09 20:18:02
1180,Workshop,TEMPERATURE,24.76,LIGHT+ENV,2021-09-09 20:18:02
1181,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:20:00
1182,Workshop,TEMPERATURE,24.75,LIGHT+ENV,2021-09-09 20:20:00
1183,Workshop,HUMIDITY,51.49,LIGHT+ENV,2021-09-09 20:20:00
1184,Workshop,PRESSURE,100393.71875,LIGHT+ENV,2021-09-09 20:20:00
1185,Workshop,TEMPERATURE,24.82,LIGHT+ENV,2021-09-09 20:21:05
1186,Workshop,HUMIDITY,60.45,LIGHT+ENV,2021-09-09 20:21:05
1187,Workshop,PRESSURE,100388.07031,LIGHT+ENV,2021-09-09 20:21:05
1188,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:21:05
1192,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:23:03
1191,Workshop,PRESSURE,100379.6875,LIGHT+ENV,2021-09-09 20:23:03
1190,Workshop,HUMIDITY,61.41,LIGHT+ENV,2021-09-09 20:23:03
1189,Workshop,TEMPERATURE,24.78,LIGHT+ENV,2021-09-09 20:23:03
1193,Workshop,HUMIDITY,61.2,LIGHT+ENV,2021-09-09 20:25:01
1194,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:25:01
1195,Workshop,PRESSURE,100378.11719,LIGHT+ENV,2021-09-09 20:25:01
1196,Workshop,TEMPERATURE,24.74,LIGHT+ENV,2021-09-09 20:25:01
1197,Workshop,PRESSURE,100367.79688,LIGHT+ENV,2021-09-09 20:27:00
1198,Workshop,HUMIDITY,61.98,LIGHT+ENV,2021-09-09 20:27:00
1199,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:27:00
1200,Workshop,TEMPERATURE,24.64,LIGHT+ENV,2021-09-09 20:27:00
1201,Workshop,PRESSURE,100365.04688,LIGHT+ENV,2021-09-09 20:28:04
1202,Workshop,HUMIDITY,61.54,LIGHT+ENV,2021-09-09 20:28:04
1203,Workshop,TEMPERATURE,24.56,LIGHT+ENV,2021-09-09 20:28:04
1204,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:28:04
1207,Workshop,PRESSURE,100361.0625,LIGHT+ENV,2021-09-09 20:30:02
1208,Workshop,HUMIDITY,61.69,LIGHT+ENV,2021-09-09 20:30:02
1206,Workshop,TEMPERATURE,24.5,LIGHT+ENV,2021-09-09 20:30:02
1205,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:30:02
1209,Workshop,TEMPERATURE,24.51,LIGHT+ENV,2021-09-09 20:32:00
1210,Workshop,HUMIDITY,51.07,LIGHT+ENV,2021-09-09 20:32:00
1211,Workshop,PRESSURE,100368.25781,LIGHT+ENV,2021-09-09 20:32:00
1212,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:32:00
1213,Workshop,HUMIDITY,49.67,LIGHT+ENV,2021-09-09 20:33:04
1214,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:33:04
1215,Workshop,PRESSURE,100367.84375,LIGHT+ENV,2021-09-09 20:33:04
1216,Workshop,TEMPERATURE,24.53,LIGHT+ENV,2021-09-09 20:33:04
1217,Workshop,HUMIDITY,46.22,LIGHT+ENV,2021-09-09 20:35:03
1218,Workshop,PRESSURE,100384.21875,LIGHT+ENV,2021-09-09 20:35:03
1219,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:35:03
1220,Workshop,TEMPERATURE,24.54,LIGHT+ENV,2021-09-09 20:35:03
1224,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:37:02
1223,Workshop,TEMPERATURE,24.58,LIGHT+ENV,2021-09-09 20:37:02
1221,Workshop,PRESSURE,100381.42188,LIGHT+ENV,2021-09-09 20:37:02
1222,Workshop,HUMIDITY,44.96,LIGHT+ENV,2021-09-09 20:37:02
1225,Workshop,PRESSURE,100385.40625,LIGHT+ENV,2021-09-09 20:39:00
1226,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:39:00
1227,Workshop,TEMPERATURE,24.57,LIGHT+ENV,2021-09-09 20:39:00
1228,Workshop,HUMIDITY,43.64,LIGHT+ENV,2021-09-09 20:39:00
1229,Workshop,TEMPERATURE,24.57,LIGHT+ENV,2021-09-09 20:40:04
1230,Workshop,HUMIDITY,43.67,LIGHT+ENV,2021-09-09 20:40:04
1231,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:40:04
1232,Workshop,PRESSURE,100380.60938,LIGHT+ENV,2021-09-09 20:40:04
1233,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:42:02
1234,Workshop,TEMPERATURE,24.61,LIGHT+ENV,2021-09-09 20:42:02
1235,Workshop,PRESSURE,100380.63281,LIGHT+ENV,2021-09-09 20:42:02
1236,Workshop,HUMIDITY,58.12,LIGHT+ENV,2021-09-09 20:42:02
1239,Workshop,PRESSURE,100211.5,LIGHT+ENV,2021-09-09 20:44:00
1240,Workshop,TEMPERATURE,23.35,LIGHT+ENV,2021-09-09 20:44:00
1238,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:44:00
1237,Workshop,HUMIDITY,60.9,LIGHT+ENV,2021-09-09 20:44:00
1241,Workshop,HUMIDITY,62.08,LIGHT+ENV,2021-09-09 20:45:05
1242,Workshop,PRESSURE,100389.02344,LIGHT+ENV,2021-09-09 20:45:05
1243,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:45:05
1244,Workshop,TEMPERATURE,24.61,LIGHT+ENV,2021-09-09 20:45:05
1245,Workshop,TEMPERATURE,24.57,LIGHT+ENV,2021-09-09 20:47:03
1246,Workshop,HUMIDITY,61.61,LIGHT+ENV,2021-09-09 20:47:03
1247,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:47:03
1248,Workshop,PRESSURE,100402.20313,LIGHT+ENV,2021-09-09 20:47:03
1252,Workshop,PRESSURE,100400.64063,LIGHT+ENV,2021-09-09 20:49:01
1251,Workshop,TEMPERATURE,24.52,LIGHT+ENV,2021-09-09 20:49:01
1250,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:49:01
1249,Workshop,HUMIDITY,60.3,LIGHT+ENV,2021-09-09 20:49:01
1253,Workshop,PRESSURE,100408.21875,LIGHT+ENV,2021-09-09 20:50:05
1254,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:50:05
1255,Workshop,HUMIDITY,51.4,LIGHT+ENV,2021-09-09 20:50:05
1256,Workshop,TEMPERATURE,24.52,LIGHT+ENV,2021-09-09 20:50:05
1257,Workshop,HUMIDITY,50.05,LIGHT+ENV,2021-09-09 20:52:03
1258,Workshop,TEMPERATURE,24.53,LIGHT+ENV,2021-09-09 20:52:03
1259,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:52:03
1260,Workshop,PRESSURE,100398.61719,LIGHT+ENV,2021-09-09 20:52:03
1263,Workshop,HUMIDITY,48.25,LIGHT+ENV,2021-09-09 20:54:02
1264,Workshop,PRESSURE,100384.63281,LIGHT+ENV,2021-09-09 20:54:02
1261,Workshop,TEMPERATURE,24.53,LIGHT+ENV,2021-09-09 20:54:02
1262,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 20:54:02
1267,Workshop,HUMIDITY,49.32,LIGHT+ENV,2021-09-09 20:56:00
1268,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:56:00
1265,Workshop,PRESSURE,100375.04688,LIGHT+ENV,2021-09-09 20:56:00
1266,Workshop,TEMPERATURE,24.54,LIGHT+ENV,2021-09-09 20:56:00
1271,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 20:57:04
1272,Workshop,PRESSURE,100372.25,LIGHT+ENV,2021-09-09 20:57:04
1269,Workshop,TEMPERATURE,24.54,LIGHT+ENV,2021-09-09 20:57:04
1270,Workshop,HUMIDITY,48.43,LIGHT+ENV,2021-09-09 20:57:04
1273,Workshop,LUX,16.0,LIGHT+ENV,2021-09-09 20:59:03
1274,Workshop,TEMPERATURE,24.54,LIGHT+ENV,2021-09-09 20:59:03
1275,Workshop,PRESSURE,100375.82813,LIGHT+ENV,2021-09-09 20:59:03
1276,Workshop,HUMIDITY,47.44,LIGHT+ENV,2021-09-09 20:59:03
1277,Workshop,HUMIDITY,45.36,LIGHT+ENV,2021-09-09 21:01:02
1278,Workshop,TEMPERATURE,24.52,LIGHT+ENV,2021-09-09 21:01:02
1279,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:01:02
1280,Workshop,PRESSURE,100380.22656,LIGHT+ENV,2021-09-09 21:01:02
1281,Workshop,HUMIDITY,44.71,LIGHT+ENV,2021-09-09 21:03:00
1282,Workshop,TEMPERATURE,24.55,LIGHT+ENV,2021-09-09 21:03:00
1283,Workshop,PRESSURE,100376.64063,LIGHT+ENV,2021-09-09 21:03:00
1284,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:03:00
1288,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:04:04
1287,Workshop,HUMIDITY,45.11,LIGHT+ENV,2021-09-09 21:04:04
1285,Workshop,PRESSURE,100375.04688,LIGHT+ENV,2021-09-09 21:04:04
1286,Workshop,TEMPERATURE,24.54,LIGHT+ENV,2021-09-09 21:04:04
1289,Workshop,HUMIDITY,61.0,LIGHT+ENV,2021-09-09 21:06:02
1290,Workshop,PRESSURE,100369.40625,LIGHT+ENV,2021-09-09 21:06:02
1291,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 21:06:02
1292,Workshop,TEMPERATURE,24.57,LIGHT+ENV,2021-09-09 21:06:02
1293,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:08:01
1294,Workshop,HUMIDITY,61.99,LIGHT+ENV,2021-09-09 21:08:01
1295,Workshop,PRESSURE,100381.03906,LIGHT+ENV,2021-09-09 21:08:01
1296,Workshop,TEMPERATURE,24.59,LIGHT+ENV,2021-09-09 21:08:01
1300,Workshop,PRESSURE,100369.03906,LIGHT+ENV,2021-09-09 21:09:05
1297,Workshop,HUMIDITY,62.47,LIGHT+ENV,2021-09-09 21:09:05
1298,Workshop,TEMPERATURE,24.55,LIGHT+ENV,2021-09-09 21:09:05
1299,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 21:09:05
1304,Workshop,LUX,14.0,LIGHT+ENV,2021-09-09 21:11:03
1303,Workshop,TEMPERATURE,24.5,LIGHT+ENV,2021-09-09 21:11:03
1301,Workshop,PRESSURE,100379.85938,LIGHT+ENV,2021-09-09 21:11:03
1302,Workshop,HUMIDITY,62.37,LIGHT+ENV,2021-09-09 21:11:03
1305,Workshop,PRESSURE,100379.07813,LIGHT+ENV,2021-09-09 21:13:02
1306,Workshop,TEMPERATURE,24.49,LIGHT+ENV,2021-09-09 21:13:02
1307,Workshop,HUMIDITY,50.63,LIGHT+ENV,2021-09-09 21:13:02
1308,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:13:02
1309,Workshop,PRESSURE,100382.28125,LIGHT+ENV,2021-09-09 21:15:00
1310,Workshop,TEMPERATURE,24.48,LIGHT+ENV,2021-09-09 21:15:00
1311,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:15:00
1312,Workshop,HUMIDITY,47.17,LIGHT+ENV,2021-09-09 21:15:00
1316,Workshop,PRESSURE,100384.67188,LIGHT+ENV,2021-09-09 21:16:05
1313,Workshop,HUMIDITY,45.38,LIGHT+ENV,2021-09-09 21:16:05
1314,Workshop,TEMPERATURE,24.49,LIGHT+ENV,2021-09-09 21:16:05
1315,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:16:05
1320,Workshop,HUMIDITY,45.13,LIGHT+ENV,2021-09-09 21:18:03
1319,Workshop,PRESSURE,100385.45313,LIGHT+ENV,2021-09-09 21:18:03
1318,Workshop,TEMPERATURE,24.5,LIGHT+ENV,2021-09-09 21:18:03
1317,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:18:03
1321,Workshop,TEMPERATURE,24.5,LIGHT+ENV,2021-09-09 21:20:01
1322,Workshop,LUX,15.0,LIGHT+ENV,2021-09-09 21:20:01
