,@device,@rdgType,value,type,captured_at
19154,Window,TEMPERATURE,21.02,LIGHT+ENV,2021-09-08 08:02:01
19155,Window,PRESSURE,101129.0,LIGHT+ENV,2021-09-08 08:02:01
19159,Window,HUMIDITY,71.6,LIGHT+ENV,2021-09-08 08:04:00
19158,Window,PRESSURE,101127.0,LIGHT+ENV,2021-09-08 08:04:00
19157,Window,LUX,505.0,LIGHT+ENV,2021-09-08 08:04:00
19156,Window,TEMPERATURE,20.66,LIGHT+ENV,2021-09-08 08:04:00
19160,Window,LUX,510.0,LIGHT+ENV,2021-09-08 08:05:04
19161,Window,PRESSURE,101128.0,LIGHT+ENV,2021-09-08 08:05:04
19162,Window,TEMPERATURE,20.44,LIGHT+ENV,2021-09-08 08:05:04
19163,Window,HUMIDITY,80.09,LIGHT+ENV,2021-09-08 08:05:04
19164,Window,TEMPERATURE,20.53,LIGHT+ENV,2021-09-08 08:07:02
19165,Window,PRESSURE,101127.0,LIGHT+ENV,2021-09-08 08:07:02
19166,Window,LUX,544.0,LIGHT+ENV,2021-09-08 08:07:02
19167,Window,HUMIDITY,75.87,LIGHT+ENV,2021-09-08 08:07:02
19171,Window,HUMIDITY,77.19,LIGHT+ENV,2021-09-08 08:09:01
19170,Window,TEMPERATURE,20.76,LIGHT+ENV,2021-09-08 08:09:01
19168,Window,PRESSURE,101127.0,LIGHT+ENV,2021-09-08 08:09:01
19169,Window,LUX,568.0,LIGHT+ENV,2021-09-08 08:09:01
19172,Window,LUX,593.0,LIGHT+ENV,2021-09-08 08:10:05
19173,Window,TEMPERATURE,21.0,LIGHT+ENV,2021-09-08 08:10:05
19174,Window,HUMIDITY,72.7,LIGHT+ENV,2021-09-08 08:10:05
19175,Window,PRESSURE,101127.0,LIGHT+ENV,2021-09-08 08:10:05
19176,Window,LUX,631.0,LIGHT+ENV,2021-09-08 08:12:03
19177,Window,HUMIDITY,74.52,LIGHT+ENV,2021-09-08 08:12:03
19178,Window,PRESSURE,101126.0,LIGHT+ENV,2021-09-08 08:12:03
19179,Window,TEMPERATURE,21.26,LIGHT+ENV,2021-09-08 08:12:03
19183,Window,PRESSURE,101124.0,LIGHT+ENV,2021-09-08 08:14:01
19182,Window,TEMPERATURE,21.46,LIGHT+ENV,2021-09-08 08:14:01
19181,Window,LUX,684.0,LIGHT+ENV,2021-09-08 08:14:01
19180,Window,HUMIDITY,70.48,LIGHT+ENV,2021-09-08 08:14:01
19184,Window,LUX,751.0,LIGHT+ENV,2021-09-08 08:15:05
19185,Window,HUMIDITY,72.33,LIGHT+ENV,2021-09-08 08:15:05
19186,Window,TEMPERATURE,21.64,LIGHT+ENV,2021-09-08 08:15:05
19187,Window,PRESSURE,101125.0,LIGHT+ENV,2021-09-08 08:15:05
19188,Window,LUX,738.0,LIGHT+ENV,2021-09-08 08:17:04
19189,Window,PRESSURE,101124.0,LIGHT+ENV,2021-09-08 08:17:04
19190,Window,HUMIDITY,71.04,LIGHT+ENV,2021-09-08 08:17:04
19191,Window,TEMPERATURE,21.8,LIGHT+ENV,2021-09-08 08:17:04
19195,Window,TEMPERATURE,21.94,LIGHT+ENV,2021-09-08 08:19:02
19194,Window,HUMIDITY,74.65,LIGHT+ENV,2021-09-08 08:19:02
19192,Window,PRESSURE,101124.0,LIGHT+ENV,2021-09-08 08:19:02
19193,Window,LUX,695.0,LIGHT+ENV,2021-09-08 08:19:02
19196,Window,TEMPERATURE,22.06,LIGHT+ENV,2021-09-08 08:21:00
19197,Window,HUMIDITY,71.18,LIGHT+ENV,2021-09-08 08:21:00
19198,Window,PRESSURE,101123.0,LIGHT+ENV,2021-09-08 08:21:00
19199,Window,LUX,653.0,LIGHT+ENV,2021-09-08 08:21:00
19200,Window,PRESSURE,101124.0,LIGHT+ENV,2021-09-08 08:22:05
19201,Window,HUMIDITY,73.29,LIGHT+ENV,2021-09-08 08:22:05
19202,Window,TEMPERATURE,22.17,LIGHT+ENV,2021-09-08 08:22:05
19203,Window,LUX,697.0,LIGHT+ENV,2021-09-08 08:22:05
19207,Window,LUX,707.0,LIGHT+ENV,2021-09-08 08:24:03
19206,Window,TEMPERATURE,22.02,LIGHT+ENV,2021-09-08 08:24:03
19205,Window,PRESSURE,101123.0,LIGHT+ENV,2021-09-08 08:24:03
19204,Window,HUMIDITY,72.26,LIGHT+ENV,2021-09-08 08:24:03
19208,Window,PRESSURE,101122.0,LIGHT+ENV,2021-09-08 08:26:01
19209,Window,TEMPERATURE,21.64,LIGHT+ENV,2021-09-08 08:26:01
19210,Window,LUX,813.0,LIGHT+ENV,2021-09-08 08:26:01
19211,Window,HUMIDITY,72.69,LIGHT+ENV,2021-09-08 08:26:01
19212,Window,TEMPERATURE,21.23,LIGHT+ENV,2021-09-08 08:27:05
19213,Window,HUMIDITY,72.52,LIGHT+ENV,2021-09-08 08:27:05
19214,Window,PRESSURE,101123.0,LIGHT+ENV,2021-09-08 08:27:05
19215,Window,LUX,1098.0,LIGHT+ENV,2021-09-08 08:27:05
19219,Window,LUX,905.0,LIGHT+ENV,2021-09-08 08:29:04
19218,Window,TEMPERATURE,20.84,LIGHT+ENV,2021-09-08 08:29:04
19217,Window,PRESSURE,101121.0,LIGHT+ENV,2021-09-08 08:29:04
19216,Window,HUMIDITY,71.89,LIGHT+ENV,2021-09-08 08:29:04
19220,Window,TEMPERATURE,20.65,LIGHT+ENV,2021-09-08 08:31:02
19221,Window,HUMIDITY,72.16,LIGHT+ENV,2021-09-08 08:31:02
19222,Window,PRESSURE,101119.0,LIGHT+ENV,2021-09-08 08:31:02
19223,Window,LUX,700.0,LIGHT+ENV,2021-09-08 08:31:02
19224,Window,LUX,694.0,LIGHT+ENV,2021-09-08 08:33:00
19225,Window,HUMIDITY,71.21,LIGHT+ENV,2021-09-08 08:33:00
19226,Window,PRESSURE,101117.0,LIGHT+ENV,2021-09-08 08:33:00
19227,Window,TEMPERATURE,20.78,LIGHT+ENV,2021-09-08 08:33:00
19229,Window,LUX,613.0,LIGHT+ENV,2021-09-08 08:34:04
19230,Window,TEMPERATURE,21.02,LIGHT+ENV,2021-09-08 08:34:04
19228,Window,HUMIDITY,72.82,LIGHT+ENV,2021-09-08 08:34:04
19231,Window,PRESSURE,101116.0,LIGHT+ENV,2021-09-08 08:34:04
19235,Window,HUMIDITY,72.49,LIGHT+ENV,2021-09-08 08:36:03
19234,Window,TEMPERATURE,21.28,LIGHT+ENV,2021-09-08 08:36:03
19233,Window,PRESSURE,101115.0,LIGHT+ENV,2021-09-08 08:36:03
19232,Window,LUX,595.0,LIGHT+ENV,2021-09-08 08:36:03
19236,Window,HUMIDITY,71.37,LIGHT+ENV,2021-09-08 08:38:01
19237,Window,TEMPERATURE,21.51,LIGHT+ENV,2021-09-08 08:38:01
19238,Window,PRESSURE,101114.0,LIGHT+ENV,2021-09-08 08:38:01
19239,Window,LUX,602.0,LIGHT+ENV,2021-09-08 08:38:01
19240,Window,PRESSURE,101113.0,LIGHT+ENV,2021-09-08 08:39:05
19241,Window,LUX,603.0,LIGHT+ENV,2021-09-08 08:39:05
19242,Window,TEMPERATURE,21.73,LIGHT+ENV,2021-09-08 08:39:05
19243,Window,HUMIDITY,70.83,LIGHT+ENV,2021-09-08 08:39:05
19244,Window,HUMIDITY,71.44,LIGHT+ENV,2021-09-08 08:41:03
19245,Window,PRESSURE,101112.0,LIGHT+ENV,2021-09-08 08:41:03
19246,Window,TEMPERATURE,21.92,LIGHT+ENV,2021-09-08 08:41:03
19247,Window,LUX,595.0,LIGHT+ENV,2021-09-08 08:41:03
19251,Window,LUX,591.0,LIGHT+ENV,2021-09-08 08:43:02
19250,Window,TEMPERATURE,22.09,LIGHT+ENV,2021-09-08 08:43:02
19248,Window,HUMIDITY,70.29,LIGHT+ENV,2021-09-08 08:43:02
19249,Window,PRESSURE,101110.0,LIGHT+ENV,2021-09-08 08:43:02
19252,Window,PRESSURE,101110.0,LIGHT+ENV,2021-09-08 08:45:00
19253,Window,LUX,590.0,LIGHT+ENV,2021-09-08 08:45:00
19254,Window,HUMIDITY,71.55,LIGHT+ENV,2021-09-08 08:45:00
19255,Window,TEMPERATURE,22.25,LIGHT+ENV,2021-09-08 08:45:00
19256,Window,TEMPERATURE,22.38,LIGHT+ENV,2021-09-08 08:46:04
19257,Window,LUX,587.0,LIGHT+ENV,2021-09-08 08:46:04
19258,Window,HUMIDITY,74.27,LIGHT+ENV,2021-09-08 08:46:04
19259,Window,PRESSURE,101108.0,LIGHT+ENV,2021-09-08 08:46:04
19263,Window,HUMIDITY,70.89,LIGHT+ENV,2021-09-08 08:48:02
19262,Window,PRESSURE,101108.0,LIGHT+ENV,2021-09-08 08:48:02
19260,Window,TEMPERATURE,22.23,LIGHT+ENV,2021-09-08 08:48:02
19261,Window,LUX,602.0,LIGHT+ENV,2021-09-08 08:48:02
19264,Window,TEMPERATURE,21.89,LIGHT+ENV,2021-09-08 08:50:01
19265,Window,LUX,604.0,LIGHT+ENV,2021-09-08 08:50:01
19266,Window,PRESSURE,101107.0,LIGHT+ENV,2021-09-08 08:50:01
19267,Window,HUMIDITY,75.18,LIGHT+ENV,2021-09-08 08:50:01
19268,Window,TEMPERATURE,21.59,LIGHT+ENV,2021-09-08 08:51:05
19269,Window,PRESSURE,101105.0,LIGHT+ENV,2021-09-08 08:51:05
19270,Window,LUX,643.0,LIGHT+ENV,2021-09-08 08:51:05
19271,Window,HUMIDITY,75.96,LIGHT+ENV,2021-09-08 08:51:05
19274,Window,LUX,693.0,LIGHT+ENV,2021-09-08 08:53:03
19275,Window,TEMPERATURE,21.22,LIGHT+ENV,2021-09-08 08:53:03
19273,Window,HUMIDITY,73.9,LIGHT+ENV,2021-09-08 08:53:03
19272,Window,PRESSURE,101105.0,LIGHT+ENV,2021-09-08 08:53:03
19276,Window,TEMPERATURE,21.07,LIGHT+ENV,2021-09-08 08:55:02
19277,Window,HUMIDITY,74.63,LIGHT+ENV,2021-09-08 08:55:02
19278,Window,LUX,741.0,LIGHT+ENV,2021-09-08 08:55:02
19279,Window,PRESSURE,101103.0,LIGHT+ENV,2021-09-08 08:55:02
19280,Window,TEMPERATURE,21.19,LIGHT+ENV,2021-09-08 08:57:00
19281,Window,HUMIDITY,73.9,LIGHT+ENV,2021-09-08 08:57:00
19282,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 08:57:00
19283,Window,LUX,682.0,LIGHT+ENV,2021-09-08 08:57:00
19287,Window,PRESSURE,101100.0,LIGHT+ENV,2021-09-08 08:58:04
19286,Window,HUMIDITY,74.62,LIGHT+ENV,2021-09-08 08:58:04
19284,Window,TEMPERATURE,21.41,LIGHT+ENV,2021-09-08 08:58:04
19285,Window,LUX,664.0,LIGHT+ENV,2021-09-08 08:58:04
19288,Window,LUX,698.0,LIGHT+ENV,2021-09-08 09:00:02
19289,Window,HUMIDITY,72.55,LIGHT+ENV,2021-09-08 09:00:02
19290,Window,PRESSURE,101099.0,LIGHT+ENV,2021-09-08 09:00:02
19291,Window,TEMPERATURE,21.66,LIGHT+ENV,2021-09-08 09:00:02
19292,Window,HUMIDITY,74.37,LIGHT+ENV,2021-09-08 09:02:01
19293,Window,LUX,725.0,LIGHT+ENV,2021-09-08 09:02:01
19294,Window,PRESSURE,101097.0,LIGHT+ENV,2021-09-08 09:02:01
19295,Window,TEMPERATURE,21.88,LIGHT+ENV,2021-09-08 09:02:01
19299,Window,TEMPERATURE,22.08,LIGHT+ENV,2021-09-08 09:03:05
19298,Window,PRESSURE,101094.0,LIGHT+ENV,2021-09-08 09:03:05
19296,Window,LUX,742.0,LIGHT+ENV,2021-09-08 09:03:05
19297,Window,HUMIDITY,74.7,LIGHT+ENV,2021-09-08 09:03:05
19300,Window,HUMIDITY,73.83,LIGHT+ENV,2021-09-08 09:05:03
19301,Window,TEMPERATURE,22.22,LIGHT+ENV,2021-09-08 09:05:03
19302,Window,LUX,743.0,LIGHT+ENV,2021-09-08 09:05:03
19303,Window,PRESSURE,101092.0,LIGHT+ENV,2021-09-08 09:05:03
19304,Window,PRESSURE,101090.0,LIGHT+ENV,2021-09-08 09:07:02
19305,Window,LUX,721.0,LIGHT+ENV,2021-09-08 09:07:02
19306,Window,HUMIDITY,72.62,LIGHT+ENV,2021-09-08 09:07:02
19307,Window,TEMPERATURE,22.36,LIGHT+ENV,2021-09-08 09:07:02
19311,Window,PRESSURE,101089.0,LIGHT+ENV,2021-09-08 09:09:00
19310,Window,LUX,689.0,LIGHT+ENV,2021-09-08 09:09:00
19309,Window,TEMPERATURE,22.47,LIGHT+ENV,2021-09-08 09:09:00
19308,Window,HUMIDITY,74.66,LIGHT+ENV,2021-09-08 09:09:00
19312,Window,HUMIDITY,71.8,LIGHT+ENV,2021-09-08 09:10:04
19313,Window,TEMPERATURE,22.28,LIGHT+ENV,2021-09-08 09:10:04
19314,Window,LUX,655.0,LIGHT+ENV,2021-09-08 09:10:04
19315,Window,PRESSURE,101088.0,LIGHT+ENV,2021-09-08 09:10:04
19316,Window,TEMPERATURE,22.19,LIGHT+ENV,2021-09-08 09:12:02
19317,Window,LUX,626.0,LIGHT+ENV,2021-09-08 09:12:02
19318,Window,PRESSURE,101087.0,LIGHT+ENV,2021-09-08 09:12:02
19319,Window,HUMIDITY,74.79,LIGHT+ENV,2021-09-08 09:12:02
19323,Window,TEMPERATURE,22.27,LIGHT+ENV,2021-09-08 09:14:01
19322,Window,LUX,591.0,LIGHT+ENV,2021-09-08 09:14:01
19321,Window,HUMIDITY,73.54,LIGHT+ENV,2021-09-08 09:14:01
19320,Window,PRESSURE,101087.0,LIGHT+ENV,2021-09-08 09:14:01
19324,Window,LUX,563.0,LIGHT+ENV,2021-09-08 09:15:05
19325,Window,HUMIDITY,73.99,LIGHT+ENV,2021-09-08 09:15:05
19326,Window,PRESSURE,101087.0,LIGHT+ENV,2021-09-08 09:15:05
19327,Window,TEMPERATURE,22.4,LIGHT+ENV,2021-09-08 09:15:05
19328,Window,TEMPERATURE,22.52,LIGHT+ENV,2021-09-08 09:17:03
19329,Window,HUMIDITY,74.47,LIGHT+ENV,2021-09-08 09:17:03
19330,Window,PRESSURE,101087.0,LIGHT+ENV,2021-09-08 09:17:03
19331,Window,LUX,549.0,LIGHT+ENV,2021-09-08 09:17:03
19335,Window,TEMPERATURE,22.64,LIGHT+ENV,2021-09-08 09:19:01
19334,Window,PRESSURE,101086.0,LIGHT+ENV,2021-09-08 09:19:01
19332,Window,LUX,537.0,LIGHT+ENV,2021-09-08 09:19:01
19333,Window,HUMIDITY,74.62,LIGHT+ENV,2021-09-08 09:19:01
19336,Window,LUX,531.0,LIGHT+ENV,2021-09-08 09:21:00
19337,Window,TEMPERATURE,22.74,LIGHT+ENV,2021-09-08 09:21:00
19338,Window,PRESSURE,101086.0,LIGHT+ENV,2021-09-08 09:21:00
19339,Window,HUMIDITY,74.87,LIGHT+ENV,2021-09-08 09:21:00
19340,Window,HUMIDITY,76.58,LIGHT+ENV,2021-09-08 09:22:04
19341,Window,LUX,533.0,LIGHT+ENV,2021-09-08 09:22:04
19342,Window,PRESSURE,101087.0,LIGHT+ENV,2021-09-08 09:22:04
19343,Window,TEMPERATURE,22.83,LIGHT+ENV,2021-09-08 09:22:04
19347,Window,PRESSURE,101087.0,LIGHT+ENV,2021-09-08 09:24:02
19346,Window,LUX,527.0,LIGHT+ENV,2021-09-08 09:24:02
19345,Window,TEMPERATURE,22.91,LIGHT+ENV,2021-09-08 09:24:02
19344,Window,HUMIDITY,76.54,LIGHT+ENV,2021-09-08 09:24:02
19348,Window,HUMIDITY,75.97,LIGHT+ENV,2021-09-08 09:26:01
19349,Window,TEMPERATURE,22.96,LIGHT+ENV,2021-09-08 09:26:01
19350,Window,LUX,521.0,LIGHT+ENV,2021-09-08 09:26:01
19351,Window,PRESSURE,101088.0,LIGHT+ENV,2021-09-08 09:26:01
19352,Window,LUX,524.0,LIGHT+ENV,2021-09-08 09:28:00
19353,Window,HUMIDITY,76.81,LIGHT+ENV,2021-09-08 09:28:00
19354,Window,TEMPERATURE,23.02,LIGHT+ENV,2021-09-08 09:28:00
19355,Window,PRESSURE,101089.0,LIGHT+ENV,2021-09-08 09:28:00
19359,Window,LUX,520.0,LIGHT+ENV,2021-09-08 09:29:04
19358,Window,PRESSURE,101091.0,LIGHT+ENV,2021-09-08 09:29:04
19356,Window,TEMPERATURE,23.09,LIGHT+ENV,2021-09-08 09:29:04
19357,Window,HUMIDITY,75.42,LIGHT+ENV,2021-09-08 09:29:04
19360,Window,HUMIDITY,78.04,LIGHT+ENV,2021-09-08 09:31:03
19361,Window,LUX,515.0,LIGHT+ENV,2021-09-08 09:31:03
19362,Window,TEMPERATURE,23.16,LIGHT+ENV,2021-09-08 09:31:03
19363,Window,PRESSURE,101092.0,LIGHT+ENV,2021-09-08 09:31:03
19364,Window,HUMIDITY,75.24,LIGHT+ENV,2021-09-08 09:33:01
19365,Window,TEMPERATURE,23.22,LIGHT+ENV,2021-09-08 09:33:01
19366,Window,LUX,516.0,LIGHT+ENV,2021-09-08 09:33:01
19367,Window,PRESSURE,101093.0,LIGHT+ENV,2021-09-08 09:33:01
19369,Window,TEMPERATURE,23.28,LIGHT+ENV,2021-09-08 09:34:05
19371,Window,HUMIDITY,76.81,LIGHT+ENV,2021-09-08 09:34:05
19368,Window,PRESSURE,101095.0,LIGHT+ENV,2021-09-08 09:34:05
19370,Window,LUX,519.0,LIGHT+ENV,2021-09-08 09:34:05
19372,Window,TEMPERATURE,23.34,LIGHT+ENV,2021-09-08 09:36:03
19373,Window,HUMIDITY,76.5,LIGHT+ENV,2021-09-08 09:36:03
19374,Window,PRESSURE,101097.0,LIGHT+ENV,2021-09-08 09:36:03
19375,Window,LUX,520.0,LIGHT+ENV,2021-09-08 09:36:03
19378,Window,PRESSURE,101097.0,LIGHT+ENV,2021-09-08 09:38:01
19376,Window,HUMIDITY,74.83,LIGHT+ENV,2021-09-08 09:38:01
19377,Window,TEMPERATURE,23.4,LIGHT+ENV,2021-09-08 09:38:01
19379,Window,LUX,521.0,LIGHT+ENV,2021-09-08 09:38:01
19383,Window,PRESSURE,101098.0,LIGHT+ENV,2021-09-08 09:40:00
19382,Window,HUMIDITY,75.61,LIGHT+ENV,2021-09-08 09:40:00
19381,Window,LUX,526.0,LIGHT+ENV,2021-09-08 09:40:00
19380,Window,TEMPERATURE,23.45,LIGHT+ENV,2021-09-08 09:40:00
19384,Window,LUX,531.0,LIGHT+ENV,2021-09-08 09:41:04
19385,Window,HUMIDITY,74.25,LIGHT+ENV,2021-09-08 09:41:04
19386,Window,PRESSURE,101098.0,LIGHT+ENV,2021-09-08 09:41:04
19387,Window,TEMPERATURE,23.48,LIGHT+ENV,2021-09-08 09:41:04
19388,Window,HUMIDITY,76.49,LIGHT+ENV,2021-09-08 09:43:02
19389,Window,TEMPERATURE,23.53,LIGHT+ENV,2021-09-08 09:43:02
19390,Window,PRESSURE,101100.0,LIGHT+ENV,2021-09-08 09:43:02
19391,Window,LUX,536.0,LIGHT+ENV,2021-09-08 09:43:02
19395,Window,TEMPERATURE,23.55,LIGHT+ENV,2021-09-08 09:45:00
19394,Window,PRESSURE,101101.0,LIGHT+ENV,2021-09-08 09:45:00
19392,Window,HUMIDITY,75.18,LIGHT+ENV,2021-09-08 09:45:00
19393,Window,LUX,539.0,LIGHT+ENV,2021-09-08 09:45:00
19396,Window,HUMIDITY,75.03,LIGHT+ENV,2021-09-08 09:46:05
19397,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 09:46:05
19398,Window,TEMPERATURE,23.57,LIGHT+ENV,2021-09-08 09:46:05
19399,Window,LUX,541.0,LIGHT+ENV,2021-09-08 09:46:05
19400,Window,LUX,550.0,LIGHT+ENV,2021-09-08 09:48:03
19401,Window,TEMPERATURE,23.61,LIGHT+ENV,2021-09-08 09:48:03
19402,Window,PRESSURE,101101.0,LIGHT+ENV,2021-09-08 09:48:03
19403,Window,HUMIDITY,74.67,LIGHT+ENV,2021-09-08 09:48:03
19407,Window,LUX,558.0,LIGHT+ENV,2021-09-08 09:50:01
19406,Window,HUMIDITY,74.26,LIGHT+ENV,2021-09-08 09:50:01
19405,Window,TEMPERATURE,23.66,LIGHT+ENV,2021-09-08 09:50:01
19404,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 09:50:01
19408,Window,LUX,567.0,LIGHT+ENV,2021-09-08 09:52:00
19409,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 09:52:00
19410,Window,TEMPERATURE,23.72,LIGHT+ENV,2021-09-08 09:52:00
19411,Window,HUMIDITY,74.35,LIGHT+ENV,2021-09-08 09:52:00
19412,Window,LUX,579.0,LIGHT+ENV,2021-09-08 09:53:04
19413,Window,PRESSURE,101103.0,LIGHT+ENV,2021-09-08 09:53:04
19414,Window,TEMPERATURE,23.77,LIGHT+ENV,2021-09-08 09:53:04
19415,Window,HUMIDITY,74.24,LIGHT+ENV,2021-09-08 09:53:04
19419,Window,TEMPERATURE,23.84,LIGHT+ENV,2021-09-08 09:55:02
19418,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 09:55:02
19417,Window,HUMIDITY,75.18,LIGHT+ENV,2021-09-08 09:55:02
19416,Window,LUX,591.0,LIGHT+ENV,2021-09-08 09:55:02
19420,Window,LUX,593.0,LIGHT+ENV,2021-09-08 09:57:01
19421,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 09:57:01
19422,Window,TEMPERATURE,23.89,LIGHT+ENV,2021-09-08 09:57:01
19423,Window,HUMIDITY,75.22,LIGHT+ENV,2021-09-08 09:57:01
19424,Window,PRESSURE,101103.0,LIGHT+ENV,2021-09-08 09:59:00
19425,Window,LUX,606.0,LIGHT+ENV,2021-09-08 09:59:00
19426,Window,HUMIDITY,76.35,LIGHT+ENV,2021-09-08 09:59:00
19427,Window,TEMPERATURE,23.96,LIGHT+ENV,2021-09-08 09:59:00
19431,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 10:00:04
19430,Window,TEMPERATURE,23.99,LIGHT+ENV,2021-09-08 10:00:04
19429,Window,HUMIDITY,74.9,LIGHT+ENV,2021-09-08 10:00:04
19428,Window,LUX,628.0,LIGHT+ENV,2021-09-08 10:00:04
19432,Window,TEMPERATURE,24.01,LIGHT+ENV,2021-09-08 10:02:02
19433,Window,LUX,630.0,LIGHT+ENV,2021-09-08 10:02:02
19434,Window,HUMIDITY,74.11,LIGHT+ENV,2021-09-08 10:02:02
19435,Window,PRESSURE,101103.0,LIGHT+ENV,2021-09-08 10:02:02
19436,Window,HUMIDITY,75.38,LIGHT+ENV,2021-09-08 10:04:01
19437,Window,TEMPERATURE,24.03,LIGHT+ENV,2021-09-08 10:04:01
19438,Window,LUX,625.0,LIGHT+ENV,2021-09-08 10:04:01
19439,Window,PRESSURE,101103.0,LIGHT+ENV,2021-09-08 10:04:01
19443,Window,PRESSURE,101104.0,LIGHT+ENV,2021-09-08 10:05:05
19442,Window,LUX,627.0,LIGHT+ENV,2021-09-08 10:05:05
19441,Window,HUMIDITY,74.83,LIGHT+ENV,2021-09-08 10:05:05
19440,Window,TEMPERATURE,24.08,LIGHT+ENV,2021-09-08 10:05:05
19444,Window,LUX,642.0,LIGHT+ENV,2021-09-08 10:07:03
19445,Window,HUMIDITY,75.85,LIGHT+ENV,2021-09-08 10:07:03
19446,Window,TEMPERATURE,24.11,LIGHT+ENV,2021-09-08 10:07:03
19447,Window,PRESSURE,101106.0,LIGHT+ENV,2021-09-08 10:07:03
19448,Window,HUMIDITY,75.94,LIGHT+ENV,2021-09-08 10:09:01
19449,Window,LUX,641.0,LIGHT+ENV,2021-09-08 10:09:01
19450,Window,PRESSURE,101106.0,LIGHT+ENV,2021-09-08 10:09:01
19451,Window,TEMPERATURE,24.16,LIGHT+ENV,2021-09-08 10:09:01
19455,Window,PRESSURE,101107.0,LIGHT+ENV,2021-09-08 10:11:00
19454,Window,HUMIDITY,74.43,LIGHT+ENV,2021-09-08 10:11:00
19452,Window,TEMPERATURE,24.17,LIGHT+ENV,2021-09-08 10:11:00
19453,Window,LUX,651.0,LIGHT+ENV,2021-09-08 10:11:00
19456,Window,TEMPERATURE,24.21,LIGHT+ENV,2021-09-08 10:12:04
19457,Window,HUMIDITY,74.87,LIGHT+ENV,2021-09-08 10:12:04
19458,Window,LUX,654.0,LIGHT+ENV,2021-09-08 10:12:04
19459,Window,PRESSURE,101107.0,LIGHT+ENV,2021-09-08 10:12:04
19460,Window,LUX,673.0,LIGHT+ENV,2021-09-08 10:14:03
19461,Window,TEMPERATURE,24.22,LIGHT+ENV,2021-09-08 10:14:03
19462,Window,PRESSURE,101108.0,LIGHT+ENV,2021-09-08 10:14:03
19463,Window,HUMIDITY,74.39,LIGHT+ENV,2021-09-08 10:14:03
19465,Window,TEMPERATURE,24.25,LIGHT+ENV,2021-09-08 10:16:02
19467,Window,HUMIDITY,74.17,LIGHT+ENV,2021-09-08 10:16:02
19464,Window,PRESSURE,101108.0,LIGHT+ENV,2021-09-08 10:16:02
19466,Window,LUX,693.0,LIGHT+ENV,2021-09-08 10:16:02
19468,Window,TEMPERATURE,24.28,LIGHT+ENV,2021-09-08 10:18:00
19469,Window,LUX,690.0,LIGHT+ENV,2021-09-08 10:18:00
19470,Window,PRESSURE,101109.0,LIGHT+ENV,2021-09-08 10:18:00
19471,Window,HUMIDITY,72.97,LIGHT+ENV,2021-09-08 10:18:00
19474,Window,TEMPERATURE,24.32,LIGHT+ENV,2021-09-08 10:19:05
19472,Window,LUX,703.0,LIGHT+ENV,2021-09-08 10:19:05
19473,Window,HUMIDITY,72.91,LIGHT+ENV,2021-09-08 10:19:05
19475,Window,PRESSURE,101108.0,LIGHT+ENV,2021-09-08 10:19:05
19479,Window,LUX,711.0,LIGHT+ENV,2021-09-08 10:21:03
19478,Window,HUMIDITY,74.0,LIGHT+ENV,2021-09-08 10:21:03
19477,Window,PRESSURE,101107.0,LIGHT+ENV,2021-09-08 10:21:03
19476,Window,TEMPERATURE,24.35,LIGHT+ENV,2021-09-08 10:21:03
19480,Window,PRESSURE,101108.0,LIGHT+ENV,2021-09-08 10:23:02
19481,Window,LUX,709.0,LIGHT+ENV,2021-09-08 10:23:02
19482,Window,HUMIDITY,73.84,LIGHT+ENV,2021-09-08 10:23:02
19483,Window,TEMPERATURE,24.38,LIGHT+ENV,2021-09-08 10:23:02
19484,Window,HUMIDITY,74.08,LIGHT+ENV,2021-09-08 10:25:00
19485,Window,PRESSURE,101107.0,LIGHT+ENV,2021-09-08 10:25:00
19486,Window,LUX,717.0,LIGHT+ENV,2021-09-08 10:25:00
19487,Window,TEMPERATURE,24.42,LIGHT+ENV,2021-09-08 10:25:00
19491,Window,PRESSURE,101105.0,LIGHT+ENV,2021-09-08 10:26:05
19490,Window,HUMIDITY,73.61,LIGHT+ENV,2021-09-08 10:26:05
19488,Window,TEMPERATURE,24.46,LIGHT+ENV,2021-09-08 10:26:05
19489,Window,LUX,723.0,LIGHT+ENV,2021-09-08 10:26:05
19492,Window,HUMIDITY,72.74,LIGHT+ENV,2021-09-08 10:28:03
19493,Window,LUX,724.0,LIGHT+ENV,2021-09-08 10:28:03
19494,Window,PRESSURE,101103.0,LIGHT+ENV,2021-09-08 10:28:03
19495,Window,TEMPERATURE,24.49,LIGHT+ENV,2021-09-08 10:28:03
19496,Window,HUMIDITY,73.31,LIGHT+ENV,2021-09-08 10:30:02
19497,Window,TEMPERATURE,24.55,LIGHT+ENV,2021-09-08 10:30:02
19498,Window,LUX,734.0,LIGHT+ENV,2021-09-08 10:30:02
19499,Window,PRESSURE,101102.0,LIGHT+ENV,2021-09-08 10:30:02
19503,Window,HUMIDITY,74.93,LIGHT+ENV,2021-09-08 10:32:00
