,@device,@rdgType,value,type,captured_at
15190,Window,TEMPERATURE,20.31,LIGHT+ENV,2021-09-07 02:48:01
15191,Window,HUMIDITY,66.2,LIGHT+ENV,2021-09-07 02:48:01
15195,Window,HUMIDITY,65.89,LIGHT+ENV,2021-09-07 02:50:00
15194,Window,PRESSURE,100924.0,LIGHT+ENV,2021-09-07 02:50:00
15193,Window,LUX,0.0,LIGHT+ENV,2021-09-07 02:50:00
15192,Window,TEMPERATURE,20.4,LIGHT+ENV,2021-09-07 02:50:00
15196,Window,HUMIDITY,65.29,LIGHT+ENV,2021-09-07 02:51:04
15197,Window,LUX,0.0,LIGHT+ENV,2021-09-07 02:51:04
15198,Window,TEMPERATURE,20.51,LIGHT+ENV,2021-09-07 02:51:04
15199,Window,PRESSURE,100924.0,LIGHT+ENV,2021-09-07 02:51:04
15200,Window,HUMIDITY,66.13,LIGHT+ENV,2021-09-07 02:53:03
15201,Window,TEMPERATURE,20.54,LIGHT+ENV,2021-09-07 02:53:03
15202,Window,LUX,0.0,LIGHT+ENV,2021-09-07 02:53:03
15203,Window,PRESSURE,100925.0,LIGHT+ENV,2021-09-07 02:53:03
15206,Window,TEMPERATURE,20.56,LIGHT+ENV,2021-09-07 02:55:01
15207,Window,HUMIDITY,66.22,LIGHT+ENV,2021-09-07 02:55:01
15204,Window,LUX,0.0,LIGHT+ENV,2021-09-07 02:55:01
15205,Window,PRESSURE,100926.0,LIGHT+ENV,2021-09-07 02:55:01
15208,Window,HUMIDITY,63.28,LIGHT+ENV,2021-09-07 02:57:00
15209,Window,TEMPERATURE,20.54,LIGHT+ENV,2021-09-07 02:57:00
15210,Window,PRESSURE,100925.0,LIGHT+ENV,2021-09-07 02:57:00
15211,Window,LUX,0.0,LIGHT+ENV,2021-09-07 02:57:00
15212,Window,LUX,0.0,LIGHT+ENV,2021-09-07 02:58:04
15213,Window,TEMPERATURE,20.27,LIGHT+ENV,2021-09-07 02:58:04
15214,Window,HUMIDITY,64.83,LIGHT+ENV,2021-09-07 02:58:04
15215,Window,PRESSURE,100923.0,LIGHT+ENV,2021-09-07 02:58:04
15219,Window,PRESSURE,100921.0,LIGHT+ENV,2021-09-07 03:00:03
15218,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:00:03
15217,Window,HUMIDITY,65.73,LIGHT+ENV,2021-09-07 03:00:03
15216,Window,TEMPERATURE,19.89,LIGHT+ENV,2021-09-07 03:00:03
15220,Window,PRESSURE,100922.0,LIGHT+ENV,2021-09-07 03:02:02
15221,Window,HUMIDITY,64.74,LIGHT+ENV,2021-09-07 03:02:02
15222,Window,TEMPERATURE,19.56,LIGHT+ENV,2021-09-07 03:02:02
15223,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:02:02
15224,Window,TEMPERATURE,19.41,LIGHT+ENV,2021-09-07 03:04:00
15225,Window,PRESSURE,100922.0,LIGHT+ENV,2021-09-07 03:04:00
15226,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:04:00
15227,Window,HUMIDITY,67.83,LIGHT+ENV,2021-09-07 03:04:00
15231,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:05:05
15230,Window,TEMPERATURE,19.49,LIGHT+ENV,2021-09-07 03:05:05
15229,Window,HUMIDITY,66.53,LIGHT+ENV,2021-09-07 03:05:05
15228,Window,PRESSURE,100920.0,LIGHT+ENV,2021-09-07 03:05:05
15232,Window,TEMPERATURE,19.61,LIGHT+ENV,2021-09-07 03:07:03
15233,Window,PRESSURE,100921.0,LIGHT+ENV,2021-09-07 03:07:03
15234,Window,HUMIDITY,66.76,LIGHT+ENV,2021-09-07 03:07:03
15235,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:07:03
15236,Window,PRESSURE,100921.0,LIGHT+ENV,2021-09-07 03:09:02
15237,Window,HUMIDITY,65.94,LIGHT+ENV,2021-09-07 03:09:02
15238,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:09:02
15239,Window,TEMPERATURE,19.78,LIGHT+ENV,2021-09-07 03:09:02
15243,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:11:00
15242,Window,TEMPERATURE,19.92,LIGHT+ENV,2021-09-07 03:11:00
15241,Window,PRESSURE,100923.0,LIGHT+ENV,2021-09-07 03:11:00
15240,Window,HUMIDITY,66.04,LIGHT+ENV,2021-09-07 03:11:00
15244,Window,PRESSURE,100925.0,LIGHT+ENV,2021-09-07 03:12:05
15245,Window,TEMPERATURE,20.03,LIGHT+ENV,2021-09-07 03:12:05
15246,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:12:05
15247,Window,HUMIDITY,66.18,LIGHT+ENV,2021-09-07 03:12:05
15248,Window,TEMPERATURE,20.14,LIGHT+ENV,2021-09-07 03:14:03
15249,Window,HUMIDITY,66.17,LIGHT+ENV,2021-09-07 03:14:03
15250,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:14:03
15251,Window,PRESSURE,100926.0,LIGHT+ENV,2021-09-07 03:14:03
15254,Window,HUMIDITY,66.19,LIGHT+ENV,2021-09-07 03:16:02
15255,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:16:02
15252,Window,PRESSURE,100927.0,LIGHT+ENV,2021-09-07 03:16:02
15253,Window,TEMPERATURE,20.22,LIGHT+ENV,2021-09-07 03:16:02
15256,Window,HUMIDITY,66.3,LIGHT+ENV,2021-09-07 03:18:00
15257,Window,PRESSURE,100928.0,LIGHT+ENV,2021-09-07 03:18:00
15258,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:18:00
15259,Window,TEMPERATURE,20.29,LIGHT+ENV,2021-09-07 03:18:00
15260,Window,HUMIDITY,66.37,LIGHT+ENV,2021-09-07 03:19:05
15261,Window,TEMPERATURE,20.35,LIGHT+ENV,2021-09-07 03:19:05
15262,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:19:05
15263,Window,PRESSURE,100930.0,LIGHT+ENV,2021-09-07 03:19:05
15267,Window,HUMIDITY,66.53,LIGHT+ENV,2021-09-07 03:21:03
15266,Window,TEMPERATURE,20.37,LIGHT+ENV,2021-09-07 03:21:03
15265,Window,PRESSURE,100932.0,LIGHT+ENV,2021-09-07 03:21:03
15264,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:21:03
15268,Window,TEMPERATURE,20.42,LIGHT+ENV,2021-09-07 03:23:02
15269,Window,PRESSURE,100933.0,LIGHT+ENV,2021-09-07 03:23:02
15270,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:23:02
15271,Window,HUMIDITY,66.58,LIGHT+ENV,2021-09-07 03:23:02
15272,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:25:00
15273,Window,TEMPERATURE,20.49,LIGHT+ENV,2021-09-07 03:25:00
15274,Window,HUMIDITY,66.1,LIGHT+ENV,2021-09-07 03:25:00
15275,Window,PRESSURE,100934.0,LIGHT+ENV,2021-09-07 03:25:00
15278,Window,TEMPERATURE,20.51,LIGHT+ENV,2021-09-07 03:26:05
15279,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:26:05
15276,Window,HUMIDITY,66.62,LIGHT+ENV,2021-09-07 03:26:05
15277,Window,PRESSURE,100934.0,LIGHT+ENV,2021-09-07 03:26:05
15280,Window,TEMPERATURE,20.51,LIGHT+ENV,2021-09-07 03:28:03
15281,Window,PRESSURE,100934.0,LIGHT+ENV,2021-09-07 03:28:03
15282,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:28:03
15283,Window,HUMIDITY,66.96,LIGHT+ENV,2021-09-07 03:28:03
15284,Window,TEMPERATURE,20.58,LIGHT+ENV,2021-09-07 03:30:02
15285,Window,HUMIDITY,66.08,LIGHT+ENV,2021-09-07 03:30:02
15286,Window,PRESSURE,100935.0,LIGHT+ENV,2021-09-07 03:30:02
15287,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:30:02
15290,Window,HUMIDITY,64.62,LIGHT+ENV,2021-09-07 03:32:00
15291,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:32:00
15288,Window,TEMPERATURE,20.39,LIGHT+ENV,2021-09-07 03:32:00
15289,Window,PRESSURE,100936.0,LIGHT+ENV,2021-09-07 03:32:00
15292,Window,PRESSURE,100937.0,LIGHT+ENV,2021-09-07 03:33:05
15293,Window,TEMPERATURE,20.06,LIGHT+ENV,2021-09-07 03:33:05
15294,Window,HUMIDITY,65.2,LIGHT+ENV,2021-09-07 03:33:05
15295,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:33:05
15296,Window,TEMPERATURE,19.71,LIGHT+ENV,2021-09-07 03:35:03
15297,Window,HUMIDITY,65.67,LIGHT+ENV,2021-09-07 03:35:03
15298,Window,PRESSURE,100939.0,LIGHT+ENV,2021-09-07 03:35:03
15299,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:35:03
15303,Window,PRESSURE,100938.0,LIGHT+ENV,2021-09-07 03:37:02
15300,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:37:02
15301,Window,HUMIDITY,66.65,LIGHT+ENV,2021-09-07 03:37:02
15302,Window,TEMPERATURE,19.64,LIGHT+ENV,2021-09-07 03:37:02
15306,Window,HUMIDITY,66.74,LIGHT+ENV,2021-09-07 03:39:00
15307,Window,TEMPERATURE,19.71,LIGHT+ENV,2021-09-07 03:39:00
15304,Window,PRESSURE,100938.0,LIGHT+ENV,2021-09-07 03:39:00
15305,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:39:00
15308,Window,HUMIDITY,65.86,LIGHT+ENV,2021-09-07 03:40:05
15309,Window,TEMPERATURE,19.83,LIGHT+ENV,2021-09-07 03:40:05
15310,Window,PRESSURE,100938.0,LIGHT+ENV,2021-09-07 03:40:05
15311,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:40:05
15312,Window,HUMIDITY,66.72,LIGHT+ENV,2021-09-07 03:42:04
15313,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:42:04
15314,Window,PRESSURE,100938.0,LIGHT+ENV,2021-09-07 03:42:04
15315,Window,TEMPERATURE,19.92,LIGHT+ENV,2021-09-07 03:42:04
15319,Window,TEMPERATURE,19.98,LIGHT+ENV,2021-09-07 03:44:02
15318,Window,PRESSURE,100939.0,LIGHT+ENV,2021-09-07 03:44:02
15317,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:44:02
15316,Window,HUMIDITY,67.21,LIGHT+ENV,2021-09-07 03:44:02
15320,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:46:01
15321,Window,TEMPERATURE,20.08,LIGHT+ENV,2021-09-07 03:46:01
15322,Window,HUMIDITY,66.93,LIGHT+ENV,2021-09-07 03:46:01
15323,Window,PRESSURE,100942.0,LIGHT+ENV,2021-09-07 03:46:01
15324,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:47:05
15325,Window,TEMPERATURE,20.16,LIGHT+ENV,2021-09-07 03:47:05
15326,Window,HUMIDITY,67.03,LIGHT+ENV,2021-09-07 03:47:05
15327,Window,PRESSURE,100944.0,LIGHT+ENV,2021-09-07 03:47:05
15331,Window,PRESSURE,100945.0,LIGHT+ENV,2021-09-07 03:49:04
15330,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:49:04
15329,Window,TEMPERATURE,20.18,LIGHT+ENV,2021-09-07 03:49:04
15328,Window,HUMIDITY,67.62,LIGHT+ENV,2021-09-07 03:49:04
15332,Window,TEMPERATURE,20.2,LIGHT+ENV,2021-09-07 03:51:02
15333,Window,PRESSURE,100946.0,LIGHT+ENV,2021-09-07 03:51:02
15334,Window,HUMIDITY,67.88,LIGHT+ENV,2021-09-07 03:51:02
15335,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:51:02
15336,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:53:01
15337,Window,HUMIDITY,67.19,LIGHT+ENV,2021-09-07 03:53:01
15338,Window,PRESSURE,100947.0,LIGHT+ENV,2021-09-07 03:53:01
15339,Window,TEMPERATURE,20.27,LIGHT+ENV,2021-09-07 03:53:01
15343,Window,PRESSURE,100947.0,LIGHT+ENV,2021-09-07 03:55:00
15342,Window,TEMPERATURE,20.28,LIGHT+ENV,2021-09-07 03:55:00
15340,Window,HUMIDITY,67.75,LIGHT+ENV,2021-09-07 03:55:00
15341,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:55:00
15344,Window,PRESSURE,100948.0,LIGHT+ENV,2021-09-07 03:56:04
15345,Window,TEMPERATURE,20.28,LIGHT+ENV,2021-09-07 03:56:04
15346,Window,HUMIDITY,68.07,LIGHT+ENV,2021-09-07 03:56:04
15347,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:56:04
15348,Window,TEMPERATURE,20.28,LIGHT+ENV,2021-09-07 03:58:03
15349,Window,HUMIDITY,67.88,LIGHT+ENV,2021-09-07 03:58:03
15350,Window,LUX,0.0,LIGHT+ENV,2021-09-07 03:58:03
15351,Window,PRESSURE,100949.0,LIGHT+ENV,2021-09-07 03:58:03
15355,Window,HUMIDITY,68.31,LIGHT+ENV,2021-09-07 04:00:02
15354,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:00:02
15353,Window,TEMPERATURE,20.27,LIGHT+ENV,2021-09-07 04:00:02
15352,Window,PRESSURE,100949.0,LIGHT+ENV,2021-09-07 04:00:02
15356,Window,HUMIDITY,67.83,LIGHT+ENV,2021-09-07 04:02:00
15357,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:02:00
15358,Window,PRESSURE,100950.0,LIGHT+ENV,2021-09-07 04:02:00
15359,Window,TEMPERATURE,20.31,LIGHT+ENV,2021-09-07 04:02:00
15360,Window,PRESSURE,100951.0,LIGHT+ENV,2021-09-07 04:03:04
15361,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:03:04
15362,Window,TEMPERATURE,20.24,LIGHT+ENV,2021-09-07 04:03:04
15363,Window,HUMIDITY,65.06,LIGHT+ENV,2021-09-07 04:03:04
15367,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:05:03
15366,Window,HUMIDITY,66.91,LIGHT+ENV,2021-09-07 04:05:03
15364,Window,PRESSURE,100952.0,LIGHT+ENV,2021-09-07 04:05:03
15365,Window,TEMPERATURE,19.93,LIGHT+ENV,2021-09-07 04:05:03
15368,Window,PRESSURE,100952.0,LIGHT+ENV,2021-09-07 04:07:01
15369,Window,TEMPERATURE,19.61,LIGHT+ENV,2021-09-07 04:07:01
15370,Window,HUMIDITY,66.75,LIGHT+ENV,2021-09-07 04:07:01
15371,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:07:01
15372,Window,HUMIDITY,67.49,LIGHT+ENV,2021-09-07 04:09:00
15373,Window,PRESSURE,100952.0,LIGHT+ENV,2021-09-07 04:09:00
15374,Window,TEMPERATURE,19.29,LIGHT+ENV,2021-09-07 04:09:00
15375,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:09:00
15379,Window,PRESSURE,100952.0,LIGHT+ENV,2021-09-07 04:10:05
15378,Window,TEMPERATURE,19.22,LIGHT+ENV,2021-09-07 04:10:05
15377,Window,HUMIDITY,68.66,LIGHT+ENV,2021-09-07 04:10:05
15376,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:10:05
15380,Window,PRESSURE,100952.0,LIGHT+ENV,2021-09-07 04:12:03
15381,Window,TEMPERATURE,19.28,LIGHT+ENV,2021-09-07 04:12:03
15382,Window,HUMIDITY,68.62,LIGHT+ENV,2021-09-07 04:12:03
15383,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:12:03
15384,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:14:02
15385,Window,HUMIDITY,68.47,LIGHT+ENV,2021-09-07 04:14:02
15386,Window,TEMPERATURE,19.39,LIGHT+ENV,2021-09-07 04:14:02
15387,Window,PRESSURE,100953.0,LIGHT+ENV,2021-09-07 04:14:02
15391,Window,TEMPERATURE,19.49,LIGHT+ENV,2021-09-07 04:16:00
15390,Window,HUMIDITY,68.49,LIGHT+ENV,2021-09-07 04:16:00
15389,Window,PRESSURE,100955.0,LIGHT+ENV,2021-09-07 04:16:00
15388,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:16:00
15392,Window,TEMPERATURE,19.59,LIGHT+ENV,2021-09-07 04:17:05
15393,Window,HUMIDITY,68.68,LIGHT+ENV,2021-09-07 04:17:05
15394,Window,PRESSURE,100956.0,LIGHT+ENV,2021-09-07 04:17:05
15395,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:17:05
15396,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:19:03
15397,Window,PRESSURE,100959.0,LIGHT+ENV,2021-09-07 04:19:03
15398,Window,TEMPERATURE,19.69,LIGHT+ENV,2021-09-07 04:19:03
15399,Window,HUMIDITY,68.52,LIGHT+ENV,2021-09-07 04:19:03
15402,Window,PRESSURE,100962.0,LIGHT+ENV,2021-09-07 04:21:02
15403,Window,HUMIDITY,68.67,LIGHT+ENV,2021-09-07 04:21:02
15400,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:21:02
15401,Window,TEMPERATURE,19.79,LIGHT+ENV,2021-09-07 04:21:02
15404,Window,HUMIDITY,68.8,LIGHT+ENV,2021-09-07 04:23:00
15405,Window,TEMPERATURE,19.84,LIGHT+ENV,2021-09-07 04:23:00
15406,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:23:00
15407,Window,PRESSURE,100963.0,LIGHT+ENV,2021-09-07 04:23:00
15408,Window,PRESSURE,100965.0,LIGHT+ENV,2021-09-07 04:24:05
15409,Window,HUMIDITY,67.96,LIGHT+ENV,2021-09-07 04:24:05
15410,Window,TEMPERATURE,19.96,LIGHT+ENV,2021-09-07 04:24:05
15411,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:24:05
15415,Window,HUMIDITY,68.65,LIGHT+ENV,2021-09-07 04:26:03
15414,Window,PRESSURE,100967.0,LIGHT+ENV,2021-09-07 04:26:03
15413,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:26:03
15412,Window,TEMPERATURE,19.98,LIGHT+ENV,2021-09-07 04:26:03
15416,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:28:02
15417,Window,PRESSURE,100970.0,LIGHT+ENV,2021-09-07 04:28:02
15418,Window,TEMPERATURE,20.0,LIGHT+ENV,2021-09-07 04:28:02
15419,Window,HUMIDITY,69.12,LIGHT+ENV,2021-09-07 04:28:02
15420,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:30:00
15421,Window,TEMPERATURE,20.02,LIGHT+ENV,2021-09-07 04:30:00
15422,Window,PRESSURE,100972.0,LIGHT+ENV,2021-09-07 04:30:00
15423,Window,HUMIDITY,69.05,LIGHT+ENV,2021-09-07 04:30:00
15427,Window,HUMIDITY,68.42,LIGHT+ENV,2021-09-07 04:31:05
15426,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:31:05
15425,Window,TEMPERATURE,20.08,LIGHT+ENV,2021-09-07 04:31:05
15424,Window,PRESSURE,100973.0,LIGHT+ENV,2021-09-07 04:31:05
15428,Window,TEMPERATURE,20.1,LIGHT+ENV,2021-09-07 04:33:03
15429,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:33:03
15430,Window,HUMIDITY,68.78,LIGHT+ENV,2021-09-07 04:33:03
15431,Window,PRESSURE,100975.0,LIGHT+ENV,2021-09-07 04:33:03
15432,Window,HUMIDITY,68.91,LIGHT+ENV,2021-09-07 04:35:02
15433,Window,TEMPERATURE,20.11,LIGHT+ENV,2021-09-07 04:35:02
15434,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:35:02
15435,Window,PRESSURE,100977.0,LIGHT+ENV,2021-09-07 04:35:02
15439,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:37:00
15438,Window,PRESSURE,100979.0,LIGHT+ENV,2021-09-07 04:37:00
15437,Window,TEMPERATURE,20.02,LIGHT+ENV,2021-09-07 04:37:00
15436,Window,HUMIDITY,66.76,LIGHT+ENV,2021-09-07 04:37:00
15440,Window,HUMIDITY,66.29,LIGHT+ENV,2021-09-07 04:38:05
15441,Window,TEMPERATURE,19.79,LIGHT+ENV,2021-09-07 04:38:05
15442,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:38:05
15443,Window,PRESSURE,100983.0,LIGHT+ENV,2021-09-07 04:38:05
15444,Window,PRESSURE,100986.0,LIGHT+ENV,2021-09-07 04:40:04
15445,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:40:04
15446,Window,TEMPERATURE,19.47,LIGHT+ENV,2021-09-07 04:40:04
15447,Window,HUMIDITY,67.06,LIGHT+ENV,2021-09-07 04:40:04
15450,Window,TEMPERATURE,19.23,LIGHT+ENV,2021-09-07 04:42:02
15451,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:42:02
15448,Window,PRESSURE,100989.0,LIGHT+ENV,2021-09-07 04:42:02
15449,Window,HUMIDITY,69.34,LIGHT+ENV,2021-09-07 04:42:02
15452,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:44:01
15453,Window,TEMPERATURE,19.25,LIGHT+ENV,2021-09-07 04:44:01
15454,Window,HUMIDITY,68.57,LIGHT+ENV,2021-09-07 04:44:01
15455,Window,PRESSURE,100990.0,LIGHT+ENV,2021-09-07 04:44:01
15456,Window,TEMPERATURE,19.38,LIGHT+ENV,2021-09-07 04:45:05
15457,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:45:05
15458,Window,PRESSURE,100990.0,LIGHT+ENV,2021-09-07 04:45:05
15459,Window,HUMIDITY,67.62,LIGHT+ENV,2021-09-07 04:45:05
15463,Window,PRESSURE,100992.0,LIGHT+ENV,2021-09-07 04:47:04
15462,Window,TEMPERATURE,19.53,LIGHT+ENV,2021-09-07 04:47:04
15461,Window,HUMIDITY,67.09,LIGHT+ENV,2021-09-07 04:47:04
15460,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:47:04
15464,Window,HUMIDITY,68.44,LIGHT+ENV,2021-09-07 04:49:02
15465,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:49:02
15466,Window,PRESSURE,100994.0,LIGHT+ENV,2021-09-07 04:49:02
15467,Window,TEMPERATURE,19.59,LIGHT+ENV,2021-09-07 04:49:02
15468,Window,TEMPERATURE,19.66,LIGHT+ENV,2021-09-07 04:51:01
15469,Window,HUMIDITY,68.47,LIGHT+ENV,2021-09-07 04:51:01
15470,Window,PRESSURE,100995.0,LIGHT+ENV,2021-09-07 04:51:01
15471,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:51:01
15474,Window,PRESSURE,100997.0,LIGHT+ENV,2021-09-07 04:52:05
15475,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:52:05
15472,Window,TEMPERATURE,19.76,LIGHT+ENV,2021-09-07 04:52:05
15473,Window,HUMIDITY,67.98,LIGHT+ENV,2021-09-07 04:52:05
15476,Window,PRESSURE,100999.0,LIGHT+ENV,2021-09-07 04:54:04
15477,Window,HUMIDITY,67.41,LIGHT+ENV,2021-09-07 04:54:04
15478,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:54:04
15479,Window,TEMPERATURE,19.88,LIGHT+ENV,2021-09-07 04:54:04
15480,Window,TEMPERATURE,20.04,LIGHT+ENV,2021-09-07 04:56:02
15481,Window,HUMIDITY,66.6,LIGHT+ENV,2021-09-07 04:56:02
15482,Window,PRESSURE,101001.0,LIGHT+ENV,2021-09-07 04:56:02
15483,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:56:02
15486,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:58:01
15487,Window,TEMPERATURE,20.14,LIGHT+ENV,2021-09-07 04:58:01
15484,Window,HUMIDITY,67.13,LIGHT+ENV,2021-09-07 04:58:01
15485,Window,PRESSURE,101003.0,LIGHT+ENV,2021-09-07 04:58:01
15488,Window,HUMIDITY,67.03,LIGHT+ENV,2021-09-07 04:59:05
15489,Window,TEMPERATURE,20.22,LIGHT+ENV,2021-09-07 04:59:05
15490,Window,PRESSURE,101004.0,LIGHT+ENV,2021-09-07 04:59:05
15491,Window,LUX,0.0,LIGHT+ENV,2021-09-07 04:59:05
15492,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:01:04
15493,Window,PRESSURE,101005.0,LIGHT+ENV,2021-09-07 05:01:04
15494,Window,HUMIDITY,66.56,LIGHT+ENV,2021-09-07 05:01:04
15495,Window,TEMPERATURE,20.34,LIGHT+ENV,2021-09-07 05:01:04
15499,Window,HUMIDITY,66.54,LIGHT+ENV,2021-09-07 05:03:02
15496,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:03:02
15497,Window,TEMPERATURE,20.43,LIGHT+ENV,2021-09-07 05:03:02
15498,Window,PRESSURE,101004.0,LIGHT+ENV,2021-09-07 05:03:02
15502,Window,HUMIDITY,67.59,LIGHT+ENV,2021-09-07 05:05:01
15503,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:05:01
15500,Window,PRESSURE,101004.0,LIGHT+ENV,2021-09-07 05:05:01
15501,Window,TEMPERATURE,20.42,LIGHT+ENV,2021-09-07 05:05:01
15504,Window,PRESSURE,101006.0,LIGHT+ENV,2021-09-07 05:06:05
15505,Window,TEMPERATURE,20.49,LIGHT+ENV,2021-09-07 05:06:05
15506,Window,HUMIDITY,66.84,LIGHT+ENV,2021-09-07 05:06:05
15507,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:06:05
15508,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:08:04
15509,Window,TEMPERATURE,20.46,LIGHT+ENV,2021-09-07 05:08:04
15510,Window,HUMIDITY,67.7,LIGHT+ENV,2021-09-07 05:08:04
15511,Window,PRESSURE,101008.0,LIGHT+ENV,2021-09-07 05:08:04
15515,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:10:02
15514,Window,TEMPERATURE,20.38,LIGHT+ENV,2021-09-07 05:10:02
15512,Window,HUMIDITY,68.65,LIGHT+ENV,2021-09-07 05:10:02
15513,Window,PRESSURE,101010.0,LIGHT+ENV,2021-09-07 05:10:02
15516,Window,HUMIDITY,68.7,LIGHT+ENV,2021-09-07 05:12:01
15517,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:12:01
15518,Window,PRESSURE,101012.0,LIGHT+ENV,2021-09-07 05:12:01
15519,Window,TEMPERATURE,20.34,LIGHT+ENV,2021-09-07 05:12:01
15523,Window,TEMPERATURE,20.29,LIGHT+ENV,2021-09-07 05:13:05
15520,Window,PRESSURE,101014.0,LIGHT+ENV,2021-09-07 05:13:05
15521,Window,HUMIDITY,69.05,LIGHT+ENV,2021-09-07 05:13:05
15522,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:13:05
15527,Window,PRESSURE,101015.0,LIGHT+ENV,2021-09-07 05:15:04
15526,Window,HUMIDITY,69.77,LIGHT+ENV,2021-09-07 05:15:04
15524,Window,TEMPERATURE,20.21,LIGHT+ENV,2021-09-07 05:15:04
15525,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:15:04
15528,Window,PRESSURE,101016.0,LIGHT+ENV,2021-09-07 05:17:02
15529,Window,TEMPERATURE,20.21,LIGHT+ENV,2021-09-07 05:17:02
15530,Window,HUMIDITY,69.35,LIGHT+ENV,2021-09-07 05:17:02
15531,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:17:02
15535,Window,HUMIDITY,66.42,LIGHT+ENV,2021-09-07 05:19:01
15532,Window,TEMPERATURE,20.09,LIGHT+ENV,2021-09-07 05:19:01
15533,Window,LUX,0.0,LIGHT+ENV,2021-09-07 05:19:01
15534,Window,PRESSURE,101018.0,LIGHT+ENV,2021-09-07 05:19:01
15539,Window,TEMPERATURE,19.8,LIGHT+ENV,2021-09-07 05:20:05
